Acession;Genotype;Country;Date
FR687341;East-Central-South-African;Malaysia;2008
FR687342;East-Central-South-African;Malaysia;2008
FR687343;East-Central-South-African;Malaysia;2008
FR687344;East-Central-South-African;Malaysia;2009
FR687345;East-Central-South-African;Malaysia;2009
FR687346;East-Central-South-African;Malaysia;2009
FR687347;East-Central-South-African;Malaysia;2009
FR687348;East-Central-South-African;Malaysia;2009
FR717336;East-Central-South-African;France;2005
FR717337;East-Central-South-African;France;2005
FR846304;East-Central-South-African;India;2010
FR846305;East-Central-South-African;France;2010
FR846306;East-Central-South-African;Singapore;2009
FR846307;Asian and Caribbean;Indonesia;2009
GQ129130;East-Central-South-African;India;2008
GQ129131;East-Central-South-African;India;2008
GQ129132;East-Central-South-African;India;2008
GQ129133;East-Central-South-African;India;2008
GQ129134;East-Central-South-African;India;2008
GQ143741;East-Central-South-African;Singapore;2006
GQ143742;East-Central-South-African;Singapore;2008
GQ143743;East-Central-South-African;Singapore;2008
GQ143744;East-Central-South-African;Singapore;2008
GQ143745;East-Central-South-African;Singapore;2008
GQ143746;East-Central-South-African;Singapore;2008
GQ143747;East-Central-South-African;Singapore;2008
GQ143748;East-Central-South-African;Singapore;2008
GQ143749;East-Central-South-African;Singapore;2008
GQ143750;East-Central-South-African;Singapore;2008
GQ168719;East-Central-South-African;Australia;2008
GQ229486;East-Central-South-African;India;2009
GQ229487;East-Central-South-African;India;2008
GQ229488;East-Central-South-African;India;2009
GQ229489;East-Central-South-African;India;2009
GQ272368;East-Central-South-African;India;2008
GQ272369;East-Central-South-African;India;2008
GQ272370;East-Central-South-African;India;2008
GQ272371;East-Central-South-African;India;2008
GQ272372;East-Central-South-African;India;2008
GQ272373;East-Central-South-African;India;2008
GQ272374;East-Central-South-African;India;2008
GQ272375;East-Central-South-African;India;2008
GQ272376;East-Central-South-African;India;2008
GQ272377;East-Central-South-African;India;2008
GQ272378;East-Central-South-African;India;2008
GQ272379;East-Central-South-African;India;2008
GQ272380;East-Central-South-African;India;2008
GQ428210;East-Central-South-African;India;2006
GQ428211;East-Central-South-African;India;2006
GQ428212;East-Central-South-African;India;2007
GQ428213;East-Central-South-African;India;2007
GQ428214;East-Central-South-African;India;2008
GQ428215;East-Central-South-African;India;2008
GQ870296;East-Central-South-African;Thailand;2009
GQ870297;East-Central-South-African;Thailand;2009
GQ870298;East-Central-South-African;Thailand;2009
GQ870299;East-Central-South-African;Thailand;2009
GQ870300;East-Central-South-African;Thailand;2009
GQ870301;East-Central-South-African;Thailand;2009
GQ870302;East-Central-South-African;Thailand;2009
GQ870303;East-Central-South-African;Thailand;2009
GQ870304;East-Central-South-African;Thailand;2009
GQ870305;East-Central-South-African;Thailand;2009
GQ870306;East-Central-South-African;Thailand;2009
GQ870307;East-Central-South-African;Thailand;2009
GQ870308;East-Central-South-African;Thailand;2009
GQ870309;East-Central-South-African;Thailand;2009
GQ870310;East-Central-South-African;Thailand;2009
GQ870311;East-Central-South-African;Thailand;2009
GQ870312;East-Central-South-African;Thailand;2009
GQ894940;East-Central-South-African;India;2006
GQ894941;East-Central-South-African;India;2006
GQ894942;East-Central-South-African;India;2006
GQ894943;East-Central-South-African;India;2006
GQ894944;East-Central-South-African;India;2006
GQ894945;East-Central-South-African;India;2006
GQ894946;East-Central-South-African;India;2006
GQ894947;East-Central-South-African;India;2006
GQ894948;East-Central-South-African;India;2006
GQ894949;East-Central-South-African;India;2007
GQ894950;East-Central-South-African;India;2007
GQ894951;East-Central-South-African;India;2007
GQ894952;East-Central-South-African;India;2007
GQ894953;East-Central-South-African;India;2007
GQ894954;East-Central-South-African;India;2007
GQ894955;East-Central-South-African;India;2007
GQ894956;East-Central-South-African;India;2007
GQ894957;East-Central-South-African;India;2007
GQ894958;East-Central-South-African;India;2007
GQ894959;East-Central-South-African;India;2007
GQ894960;East-Central-South-African;India;2008
GQ894961;East-Central-South-African;India;2008
GQ894962;East-Central-South-African;India;2008
GQ894963;East-Central-South-African;India;2008
GQ894964;East-Central-South-African;India;2008
GQ894965;East-Central-South-African;India;2008
GQ894966;East-Central-South-African;India;2008
GQ894967;East-Central-South-African;India;2008
GQ894968;East-Central-South-African;India;2009
GQ894969;East-Central-South-African;India;2009
GQ894970;East-Central-South-African;India;2009
GQ894971;East-Central-South-African;India;2009
GQ894972;East-Central-South-African;India;2008
GQ894973;East-Central-South-African;India;2008
GQ894974;East-Central-South-African;India;2008
GQ894975;East-Central-South-African;India;2008
GQ894976;East-Central-South-African;India;2008
GQ894977;East-Central-South-African;India;2009
GQ894978;East-Central-South-African;India;2009
GQ894979;East-Central-South-African;India;2009
GQ894980;East-Central-South-African;India;2009
GQ894981;East-Central-South-African;India;2009
GQ894982;East-Central-South-African;India;2009
GQ894983;East-Central-South-African;India;2009
GQ894984;East-Central-South-African;India;2009
GQ894985;East-Central-South-African;India;2009
GQ894986;East-Central-South-African;India;2009
GQ894987;East-Central-South-African;India;2009
GQ894988;East-Central-South-African;India;2009
GQ894989;East-Central-South-African;India;2009
GQ894990;East-Central-South-African;India;2009
GQ894991;East-Central-South-African;India;2008
GQ905863;East-Central-South-African;Thailand;2009
GQ996370;East-Central-South-African;India;2008
GQ996371;East-Central-South-African;India;2008
GQ996372;East-Central-South-African;India;2008
GQ996373;East-Central-South-African;India;2008
GQ996374;East-Central-South-African;India;2008
GQ996375;East-Central-South-African;India;2008
GQ996376;East-Central-South-African;India;2008
GQ996377;East-Central-South-African;India;2008
GQ996378;East-Central-South-African;India;2006
GQ996379;East-Central-South-African;India;2006
GU013528;East-Central-South-African;Sri Lanka;2008
GU013529;East-Central-South-African;Sri Lanka;2008
GU013530;East-Central-South-African;Sri Lanka;2008
GU189061;East-Central-South-African;Sri Lanka;2006
GU199350;East-Central-South-African;China;2008
GU199351;East-Central-South-African;China;2008
GU199352;East-Central-South-African;China;2008
GU199353;East-Central-South-African;China;2008
GU301779;East-Central-South-African;Thailand;2009
GU301780;East-Central-South-African;Thailand;2008
GU301781;East-Central-South-African;Thailand;2009
GU365847;East-Central-South-African;India;2008
GU365848;East-Central-South-African;India;2008
GU365849;East-Central-South-African;India;2008
GU365850;East-Central-South-African;India;2008
GU365851;East-Central-South-African;India;2008
GU365852;East-Central-South-African;India;2008
GU365853;East-Central-South-African;India;2008
GU365854;East-Central-South-African;India;2008
GU365855;East-Central-South-African;India;2008
GU365856;East-Central-South-African;India;2008
GU365857;East-Central-South-African;India;2008
GU365858;East-Central-South-African;India;2009
GU365859;East-Central-South-African;India;2009
GU365860;East-Central-South-African;India;2009
GU365861;East-Central-South-African;India;2009
GU365862;East-Central-South-African;India;2008
GU365863;East-Central-South-African;India;2008
GU365864;East-Central-South-African;India;2009
GU365865;East-Central-South-African;India;2008
GU434101;East-Central-South-African;Seychelles;2006
GU434102;East-Central-South-African;Mauritius;2006
GU434103;East-Central-South-African;Seychelles;2006
GU434104;East-Central-South-African;Reunion;2006
GU434105;East-Central-South-African;Mauritius;2006
GU434106;East-Central-South-African;Mauritius;2006
GU434107;East-Central-South-African;India;2006
GU434108;East-Central-South-African;Sri Lanka;2006
GU434109;East-Central-South-African;Seychelles;2006
GU434110;East-Central-South-African;Mauritius;2006
GU434111;East-Central-South-African;Mauritius;2006
GU434112;East-Central-South-African;Mauritius;2006
GU562826;East-Central-South-African;India;2009
GU562827;East-Central-South-African;India;2009
GU969242;Asian and Caribbean;East Timor;2010
HE578162;Asian and Caribbean;New Caledonia;2011
HE806461;Asian and Caribbean;New Caledonia;2011
HM038417;East-Central-South-African;India;2009
HM038418;East-Central-South-African;India;2009
HM045794;East-Central-South-African;USA;2006
HM045799;East-Central-South-African;Sri Lanka;2007
HM045801;East-Central-South-African;Sri Lanka;2007
HM045817;West African;Senegal;2005
HM067743;East-Central-South-African;Singapore;2009
HM067744;East-Central-South-African;Thailand;2009
HM159384;East-Central-South-African;India;2006
HM159385;East-Central-South-African;India;2010
HM159386;East-Central-South-African;India;2010
HM159387;East-Central-South-African;India;2010
HM159388;East-Central-South-African;India;2010
HM159389;East-Central-South-African;India;2010
HM159390;East-Central-South-African;India;2009
HM236458;East-Central-South-African;Malaysia;2009
HM236459;East-Central-South-African;Malaysia;2009
HM236460;East-Central-South-African;Malaysia;2009
HM236461;East-Central-South-African;Malaysia;2009
HM236462;East-Central-South-African;Malaysia;2009
HM236463;East-Central-South-African;Malaysia;2009
HM236464;East-Central-South-African;Malaysia;2009
HM236465;East-Central-South-African;Malaysia;2009
HM236466;East-Central-South-African;Malaysia;2009
HM236467;East-Central-South-African;Malaysia;2009
HM236468;East-Central-South-African;Malaysia;2009
HM236469;East-Central-South-African;Malaysia;2009
HM236470;East-Central-South-African;Malaysia;2009
HM236471;East-Central-South-African;Malaysia;2009
HM236472;East-Central-South-African;Malaysia;2009
HM236473;East-Central-South-African;Malaysia;2009
HM236474;East-Central-South-African;Malaysia;2009
HM236475;East-Central-South-African;Malaysia;2008
HM236476;East-Central-South-African;Malaysia;2008
HM236477;East-Central-South-African;Malaysia;2008
HM236478;East-Central-South-African;Malaysia;2008
HM236479;East-Central-South-African;Malaysia;2008
HM236480;East-Central-South-African;Malaysia;2009
HM565237;East-Central-South-African;India;2009
HM565238;East-Central-South-African;India;2009
HM565239;East-Central-South-African;India;2009
HQ148971;East-Central-South-African;Malaysia;2009
HQ148972;East-Central-South-African;Malaysia;2008
HQ148973;East-Central-South-African;Malaysia;2008
HQ148974;East-Central-South-African;Malaysia;2008
HQ148975;East-Central-South-African;Malaysia;2008
HQ148976;East-Central-South-African;Malaysia;2008
HQ148977;East-Central-South-African;Malaysia;2008
HQ148978;East-Central-South-African;Malaysia;2008
HQ148979;East-Central-South-African;Malaysia;2008
HQ148980;East-Central-South-African;Malaysia;2008
HQ148981;East-Central-South-African;Malaysia;2008
HQ148982;East-Central-South-African;Malaysia;2009
HQ148983;East-Central-South-African;Malaysia;2009
HQ148984;East-Central-South-African;Malaysia;2009
HQ148985;East-Central-South-African;Malaysia;2009
HQ148986;East-Central-South-African;Malaysia;2009
HQ148987;East-Central-South-African;Malaysia;2009
HQ148988;East-Central-South-African;Malaysia;2009
HQ148989;East-Central-South-African;Malaysia;2009
HQ148990;East-Central-South-African;Malaysia;2009
HQ148991;East-Central-South-African;Malaysia;2009
HQ148992;East-Central-South-African;Malaysia;2009
HQ148993;East-Central-South-African;Malaysia;2009
HQ148994;East-Central-South-African;Malaysia;2009
HQ148995;East-Central-South-African;Malaysia;2009
HQ148996;East-Central-South-African;Malaysia;2009
HQ148997;East-Central-South-African;Malaysia;2009
HQ148998;East-Central-South-African;Malaysia;2009
HQ148999;East-Central-South-African;Malaysia;2009
HQ149000;East-Central-South-African;Malaysia;2009
HQ149001;East-Central-South-African;Malaysia;2009
HQ149002;East-Central-South-African;Malaysia;2009
HQ149003;East-Central-South-African;Malaysia;2008
HQ149004;East-Central-South-African;Malaysia;2009
HQ149005;East-Central-South-African;Malaysia;2009
HQ149006;East-Central-South-African;Malaysia;2009
HQ149007;East-Central-South-African;Malaysia;2009
HQ149008;East-Central-South-African;Malaysia;2008
HQ149009;East-Central-South-African;Malaysia;2009
HQ149010;East-Central-South-African;Malaysia;2009
HQ149011;East-Central-South-African;Malaysia;2009
HQ149012;East-Central-South-African;Malaysia;2009
HQ149013;East-Central-South-African;Malaysia;2009
HQ149014;East-Central-South-African;Malaysia;2008
HQ149015;East-Central-South-African;Malaysia;2008
HQ149016;East-Central-South-African;Malaysia;2009
HQ149017;East-Central-South-African;Malaysia;2009
HQ149018;East-Central-South-African;Malaysia;2009
HQ149019;East-Central-South-African;Malaysia;2009
HQ199837;East-Central-South-African;India;2010
HQ225610;East-Central-South-African;India;2009
HQ225611;East-Central-South-African;India;2009
HQ225612;East-Central-South-African;India;2009
HQ225613;East-Central-South-African;India;2009
HQ392517;East-Central-South-African;China;2010
HQ392518;East-Central-South-African;China;2010
HQ392519;East-Central-South-African;China;2010
HQ392520;East-Central-South-African;China;2010
HQ456251;East-Central-South-African;Comoros;2005
HQ456252;East-Central-South-African;Comoros;2005
HQ456254;East-Central-South-African;Kenya;2004
HQ456255;East-Central-South-African;Kenya;2004
HQ529777;East-Central-South-African;India;2008
HQ529778;East-Central-South-African;India;2007
HQ529779;East-Central-South-African;India;2009
HQ529780;East-Central-South-African;India;2009
HQ542229;East-Central-South-African;India;2008
HQ650092;East-Central-South-African;India;2010
HQ650093;East-Central-South-African;India;2010
HQ650094;East-Central-South-African;India;2010
HQ650095;East-Central-South-African;India;2010
HQ650096;East-Central-South-African;India;2010
HQ650097;East-Central-South-African;India;2010
HQ650098;East-Central-South-African;India;2010
HQ650099;East-Central-South-African;India;2010
HQ650100;East-Central-South-African;India;2010
HQ650101;East-Central-South-African;India;2010
HQ650102;East-Central-South-African;India;2010
HQ650103;East-Central-South-African;India;2010
HQ659770;East-Central-South-African;China;2010
HQ659771;East-Central-South-African;China;2010
HQ659772;East-Central-South-African;China;2010
HQ659773;East-Central-South-African;China;2010
HQ659774;East-Central-South-African;China;2010
HQ659775;East-Central-South-African;China;2010
HQ702750;East-Central-South-African;India;2006
HQ846356;East-Central-South-African;China;2010
HQ846357;East-Central-South-African;China;2010
HQ846358;East-Central-South-African;China;2010
HQ846359;East-Central-South-African;China;2010
HQ848080;East-Central-South-African;India;2008
HQ848081;East-Central-South-African;India;2009
JF264890;East-Central-South-African;India;2007
JF264891;East-Central-South-African;India;2008
JF264892;East-Central-South-African;India;2009
JF272473;East-Central-South-African;India;2006
JF272474;East-Central-South-African;India;2006
JF272475;East-Central-South-African;India;2006
JF272476;East-Central-South-African;India;2006
JF272477;East-Central-South-African;India;2006
JF272479;East-Central-South-African;India;2006
JF272480;East-Central-South-African;India;2006
JF274082;East-Central-South-African;India;2006
JF950613;East-Central-South-African;India;2010
JF950614;East-Central-South-African;India;2010
JF950615;East-Central-South-African;India;2010
JF950616;East-Central-South-African;India;2010
JF950617;East-Central-South-African;India;2010
JF950618;East-Central-South-African;India;2010
JF950619;East-Central-South-African;India;2010
JF950620;East-Central-South-African;India;2010
JF950621;East-Central-South-African;India;2010
JF950622;East-Central-South-African;India;2010
JF950623;East-Central-South-African;India;2010
JF950624;East-Central-South-African;India;2010
JF950625;East-Central-South-African;India;2010
JF950626;East-Central-South-African;India;2010
JF950627;East-Central-South-African;India;2010
JF950628;East-Central-South-African;India;2010
JF950629;East-Central-South-African;India;2010
JF950630;East-Central-South-African;India;2010
JF950631;East-Central-South-African;India;2010
JF950632;East-Central-South-African;India;2010
JF950633;East-Central-South-African;India;2010
JF950634;East-Central-South-African;India;2010
JF950635;East-Central-South-African;India;2010
JF950636;East-Central-South-African;India;2010
JF950637;East-Central-South-African;India;2010
JF950638;East-Central-South-African;India;2010
JF950639;East-Central-South-African;India;2010
JF950640;East-Central-South-African;India;2010
JF950641;East-Central-South-African;India;2010
JF950642;East-Central-South-African;India;2010
JF950643;East-Central-South-African;India;2010
JF950644;East-Central-South-African;India;2010
JF950645;East-Central-South-African;India;2010
JF950646;East-Central-South-African;India;2010
JF950647;East-Central-South-African;India;2010
JF950648;East-Central-South-African;India;2010
JN048803;East-Central-South-African;India;2010
JN048804;East-Central-South-African;India;2010
JN048805;East-Central-South-African;India;2010
JN048806;East-Central-South-African;India;2010
JN048807;East-Central-South-African;India;2010
JN048808;East-Central-South-African;India;2010
JN048809;East-Central-South-African;India;2010
JN048810;East-Central-South-African;India;2010
JN048811;East-Central-South-African;India;2010
JN048812;East-Central-South-African;India;2010
JN048813;East-Central-South-African;India;2010
JN048814;East-Central-South-African;India;2010
JN048815;East-Central-South-African;India;2010
JN048816;East-Central-South-African;India;2010
JN048817;East-Central-South-African;India;2010
JN048818;East-Central-South-African;India;2010
JN048819;East-Central-South-African;India;2010
JN048820;East-Central-South-African;India;2010
JN048821;East-Central-South-African;India;2010
JN048822;East-Central-South-African;India;2010
JN048823;East-Central-South-African;India;2010
JN048824;East-Central-South-African;India;2010
JN048825;East-Central-South-African;India;2010
JN048826;East-Central-South-African;India;2010
JN091130;East-Central-South-African;India;2006
JN558834;East-Central-South-African;India;2009
JN558835;East-Central-South-African;India;2008
JN558836;East-Central-South-African;India;2009
JN578240;East-Central-South-African;India;2006
JN578241;East-Central-South-African;India;2006
JN578242;East-Central-South-African;India;2006
JN578243;East-Central-South-African;India;2006
JN578244;East-Central-South-African;India;2006
JN578245;East-Central-South-African;India;2006
JN578246;East-Central-South-African;India;2006
JN578247;East-Central-South-African;India;2006
JN578248;East-Central-South-African;India;2006
JN578249;East-Central-South-African;India;2006
JN578250;East-Central-South-African;India;2006
JN578251;East-Central-South-African;India;2006
JN578252;East-Central-South-African;India;2006
JN578253;East-Central-South-African;India;2006
JN578254;East-Central-South-African;India;2006
JN578255;East-Central-South-African;India;2006
JN578256;East-Central-South-African;India;2006
JN578257;East-Central-South-African;India;2006
JN590257;East-Central-South-African;India;2009
JN590258;East-Central-South-African;India;2009
JN590259;East-Central-South-African;India;2009
JN590260;East-Central-South-African;India;2009
JN590261;East-Central-South-African;India;2009
JN590262;East-Central-South-African;India;2009
JN590263;East-Central-South-African;India;2009
JN590264;East-Central-South-African;India;2009
JN590265;East-Central-South-African;India;2009
JN590266;East-Central-South-African;India;2010
JN590267;East-Central-South-African;India;2010
JN661148;East-Central-South-African;Thailand;2009
JN661149;East-Central-South-African;Thailand;2009
JN661150;East-Central-South-African;Thailand;2009
JN661151;East-Central-South-African;Thailand;2009
JN661152;East-Central-South-African;Thailand;2009
JN661153;East-Central-South-African;Thailand;2009
JN661154;East-Central-South-African;Thailand;2009
JN661155;East-Central-South-African;Thailand;2009
JN661156;East-Central-South-African;Thailand;2009
JN711127;East-Central-South-African;India;2010
JN711128;East-Central-South-African;India;2010
JN711129;East-Central-South-African;India;2010
JN711130;East-Central-South-African;India;2010
JN711131;East-Central-South-African;India;2010
JN711132;East-Central-South-African;India;2010
JN711133;East-Central-South-African;India;2010
JN711134;East-Central-South-African;India;2010
JN711135;East-Central-South-African;India;2010
JN711136;East-Central-South-African;India;2010
JN711137;East-Central-South-African;India;2010
JN711138;East-Central-South-African;India;2010
JN974179;East-Central-South-African;India;2011
JN974180;East-Central-South-African;India;2011
JN974181;East-Central-South-African;India;2011
JN974182;East-Central-South-African;India;2011
JN974183;East-Central-South-African;India;2011
JN981129;East-Central-South-African;India;2006
JN981130;East-Central-South-African;India;2007
JN981131;East-Central-South-African;India;2008
JN981132;East-Central-South-African;India;2009
JN981133;East-Central-South-African;India;2010
JQ012933;East-Central-South-African;India;2010
JQ012934;East-Central-South-African;India;2010
JQ012935;East-Central-South-African;India;2010
JQ012936;East-Central-South-African;India;2010
JQ012937;East-Central-South-African;India;2010
JQ012938;East-Central-South-African;India;2010
JQ012939;East-Central-South-African;India;2010
JQ012940;East-Central-South-African;India;2010
JQ012941;East-Central-South-African;India;2010
JQ012942;East-Central-South-African;India;2010
JQ012943;East-Central-South-African;India;2010
JQ012944;East-Central-South-African;India;2010
JQ013687;East-Central-South-African;India;2009
JQ013688;East-Central-South-African;India;2009
JQ013689;East-Central-South-African;India;2009
JQ013690;East-Central-South-African;India;2009
JQ013691;East-Central-South-African;India;2009
JQ013692;East-Central-South-African;India;2009
JQ013693;East-Central-South-African;India;2009
JQ013694;East-Central-South-African;India;2009
JQ013695;East-Central-South-African;India;2009
JQ013696;East-Central-South-African;India;2009
JQ013697;East-Central-South-African;India;2009
JQ013698;East-Central-South-African;India;2009
JQ013699;East-Central-South-African;India;2009
JQ013700;East-Central-South-African;India;2010
JQ013701;East-Central-South-African;India;2010
JQ013702;East-Central-South-African;India;2010
JQ013703;East-Central-South-African;India;2010
JQ013704;East-Central-South-African;India;2010
JQ013705;East-Central-South-African;India;2010
JQ013706;East-Central-South-African;India;2010
JQ013707;East-Central-South-African;India;2010
JQ065885;East-Central-South-African;China;2010
JQ065886;East-Central-South-African;China;2010
JQ065887;East-Central-South-African;China;2010
JQ065888;East-Central-South-African;China;2010
JQ065889;East-Central-South-African;China;2010
JQ065890;East-Central-South-African;China;2010
JQ065891;East-Central-South-African;China;2010
JQ065892;East-Central-South-African;China;2010
JQ231210;East-Central-South-African;Singapore;2009
JQ231211;East-Central-South-African;Indonesia;2010
JQ319798;East-Central-South-African;India;2010
JQ319799;East-Central-South-African;India;2010
JQ319800;East-Central-South-African;India;2010
JQ319801;East-Central-South-African;India;2010
JQ740173;East-Central-South-African;India;2011
JQ740174;East-Central-South-African;India;2011
JQ740175;East-Central-South-African;India;2011
JQ740176;East-Central-South-African;India;2011
JQ740177;East-Central-South-African;India;2011
JQ740178;East-Central-South-African;India;2011
JQ740179;East-Central-South-African;India;2011
JQ740180;East-Central-South-African;India;2011
JQ740181;East-Central-South-African;India;2011
JQ740182;East-Central-South-African;India;2011
JQ740183;East-Central-South-African;India;2011
JQ740184;East-Central-South-African;India;2011
JQ740185;East-Central-South-African;India;2011
JQ740186;East-Central-South-African;India;2011
JQ861253;East-Central-South-African;Cambodia;2011
JQ861254;East-Central-South-African;Cambodia;2011
JQ861255;East-Central-South-African;Cambodia;2011
JQ861256;East-Central-South-African;Cambodia;2011
JQ861257;East-Central-South-African;Cambodia;2011
JQ861258;East-Central-South-African;Cambodia;2011
JQ861259;East-Central-South-African;Cambodia;2011
JQ861260;East-Central-South-African;Cambodia;2011
JQ886092;East-Central-South-African;India;2009
JQ886093;East-Central-South-African;India;2009
JQ886094;East-Central-South-African;India;2009
JQ943713;West African;Senegal;2009
JQ943714;West African;Senegal;2009
JQ943715;West African;Senegal;2009
JQ943716;West African;Senegal;2009
JQ943717;West African;Senegal;2009
JQ943718;West African;Senegal;2009
JQ943719;West African;Senegal;2009
JQ943720;West African;Senegal;2009
JX026955;East-Central-South-African;India;2011
JX026956;East-Central-South-African;India;2011
JX080286;East-Central-South-African;Gabon;2007
JX080287;East-Central-South-African;Gabon;2010
JX080288;East-Central-South-African;Gabon;2010
JX088705;East-Central-South-African;China;2010
JX276645;East-Central-South-African;India;2006
JX276646;East-Central-South-African;India;2007
JX276647;East-Central-South-African;India;2008
JX276648;East-Central-South-African;India;2009
JX276649;East-Central-South-African;India;2010
JX276650;East-Central-South-African;India;2011
JX437460;East-Central-South-African;India;2008
JX437461;East-Central-South-African;India;2008
JX437462;East-Central-South-African;India;2008
JX437463;East-Central-South-African;India;2008
JX437464;East-Central-South-African;India;2008
JX437465;East-Central-South-African;India;2008
JX437466;East-Central-South-African;India;2008
JX437467;East-Central-South-African;India;2008
JX437468;East-Central-South-African;India;2008
JX437469;East-Central-South-African;India;2008
JX437470;East-Central-South-African;India;2008
JX437471;East-Central-South-African;India;2008
JX437472;East-Central-South-African;India;2008
JX437473;East-Central-South-African;India;2008
JX437474;East-Central-South-African;India;2008
JX437475;East-Central-South-African;India;2008
JX437476;East-Central-South-African;India;2008
JX437477;East-Central-South-African;India;2008
JX437478;East-Central-South-African;India;2008
JX437479;East-Central-South-African;India;2008
JX437480;East-Central-South-African;India;2008
JX437481;East-Central-South-African;India;2008
JX437482;East-Central-South-African;India;2008
JX437483;East-Central-South-African;India;2009
JX437484;East-Central-South-African;India;2009
JX437485;East-Central-South-African;India;2009
JX437486;East-Central-South-African;India;2009
JX437487;East-Central-South-African;India;2009
JX437488;East-Central-South-African;India;2009
JX437489;East-Central-South-African;India;2009
JX437490;East-Central-South-African;India;2009
JX437491;East-Central-South-African;India;2009
JX437492;East-Central-South-African;India;2009
JX437493;East-Central-South-African;India;2009
JX437494;East-Central-South-African;India;2009
JX437495;East-Central-South-African;India;2009
JX437496;East-Central-South-African;India;2009
JX437497;East-Central-South-African;India;2009
JX437498;East-Central-South-African;India;2009
JX437499;East-Central-South-African;India;2009
JX437500;East-Central-South-African;India;2009
JX437501;East-Central-South-African;India;2009
JX437502;East-Central-South-African;India;2009
JX437503;East-Central-South-African;India;2009
JX437504;East-Central-South-African;India;2009
JX437505;East-Central-South-African;India;2009
JX437506;East-Central-South-African;India;2009
JX437507;East-Central-South-African;India;2009
JX437508;East-Central-South-African;India;2009
JX437509;East-Central-South-African;India;2009
JX437510;East-Central-South-African;India;2010
JX437511;East-Central-South-African;India;2010
JX437512;East-Central-South-African;India;2010
JX437513;East-Central-South-African;India;2010
JX437514;East-Central-South-African;India;2010
JX437515;East-Central-South-African;India;2010
JX437516;East-Central-South-African;India;2010
JX437517;East-Central-South-African;India;2010
JX437518;East-Central-South-African;India;2010
JX437519;East-Central-South-African;India;2010
JX437520;East-Central-South-African;India;2010
JX437521;East-Central-South-African;India;2010
JX437522;East-Central-South-African;India;2010
JX437523;East-Central-South-African;India;2010
JX437524;East-Central-South-African;India;2010
JX437525;East-Central-South-African;India;2010
JX437526;East-Central-South-African;India;2010
JX437527;East-Central-South-African;India;2010
JX437528;East-Central-South-African;India;2010
JX437529;East-Central-South-African;India;2010
JX437530;East-Central-South-African;India;2010
JX437531;East-Central-South-African;India;2010
JX437532;East-Central-South-African;India;2010
JX437533;East-Central-South-African;India;2010
JX437534;East-Central-South-African;India;2010
JX437535;East-Central-South-African;India;2010
JX437536;East-Central-South-African;India;2010
JX437537;East-Central-South-African;India;2010
JX437538;East-Central-South-African;India;2010
JX437539;East-Central-South-African;India;2010
JX437540;East-Central-South-African;India;2010
JX437541;East-Central-South-African;India;2010
JX437542;East-Central-South-African;India;2010
JX437543;East-Central-South-African;India;2010
JX437544;East-Central-South-African;India;2010
JX437545;East-Central-South-African;India;2010
JX437546;East-Central-South-African;India;2010
JX437547;East-Central-South-African;India;2010
JX437548;East-Central-South-African;India;2010
JX437549;East-Central-South-African;India;2010
JX437550;East-Central-South-African;India;2010
JX437551;East-Central-South-African;India;2010
JX437552;East-Central-South-African;India;2010
JX437553;East-Central-South-African;India;2010
JX437554;East-Central-South-African;India;2010
JX437555;East-Central-South-African;India;2010
JX437556;East-Central-South-African;India;2010
JX437557;East-Central-South-African;India;2010
JX437558;East-Central-South-African;India;2010
JX437559;East-Central-South-African;India;2010
JX437560;East-Central-South-African;India;2010
JX437561;East-Central-South-African;India;2010
JX437562;East-Central-South-African;India;2010
JX437563;East-Central-South-African;India;2010
JX437564;East-Central-South-African;India;2010
JX437565;East-Central-South-African;India;2010
JX437566;East-Central-South-African;India;2010
JX437567;East-Central-South-African;India;2010
JX437568;East-Central-South-African;India;2010
JX437569;East-Central-South-African;India;2010
JX437570;East-Central-South-African;India;2010
JX437571;East-Central-South-African;India;2010
JX437572;East-Central-South-African;India;2010
JX437573;East-Central-South-African;India;2010
JX437574;East-Central-South-African;India;2011
JX437575;East-Central-South-African;India;2011
JX437576;East-Central-South-African;India;2011
JX437577;East-Central-South-African;India;2011
JX437578;East-Central-South-African;India;2011
JX437579;East-Central-South-African;India;2011
JX437580;East-Central-South-African;India;2011
JX437581;East-Central-South-African;India;2011
JX437582;East-Central-South-African;India;2011
JX437583;East-Central-South-African;India;2011
JX437584;East-Central-South-African;India;2011
JX437585;East-Central-South-African;India;2011
JX437586;East-Central-South-African;India;2011
JX437587;East-Central-South-African;India;2011
JX437588;East-Central-South-African;India;2011
JX437589;East-Central-South-African;India;2011
JX437590;East-Central-South-African;India;2011
JX437591;East-Central-South-African;India;2011
JX437592;East-Central-South-African;India;2011
JX437593;East-Central-South-African;India;2011
JX437594;East-Central-South-African;India;2011
JX437595;East-Central-South-African;India;2011
JX437596;East-Central-South-African;India;2011
JX437597;East-Central-South-African;India;2011
JX437598;East-Central-South-African;India;2011
JX437599;East-Central-South-African;India;2011
JX437600;East-Central-South-African;India;2011
JX437601;East-Central-South-African;India;2011
JX437602;East-Central-South-African;India;2011
JX437603;East-Central-South-African;India;2011
JX437604;East-Central-South-African;India;2011
JX437605;East-Central-South-African;India;2011
JX437606;East-Central-South-African;India;2011
JX437607;East-Central-South-African;India;2011
JX437608;East-Central-South-African;India;2011
