Acession;Genotype;Country;Date
JX437609;East-Central-South-African;India;2011
JX437610;East-Central-South-African;India;2011
JX437611;East-Central-South-African;India;2011
JX437612;East-Central-South-African;India;2011
JX437613;East-Central-South-African;India;2011
JX437614;East-Central-South-African;India;2011
JX437615;East-Central-South-African;India;2011
JX437616;East-Central-South-African;India;2011
JX437617;East-Central-South-African;India;2011
JX437618;East-Central-South-African;India;2011
JX437619;East-Central-South-African;India;2011
JX437620;East-Central-South-African;India;2011
JX437621;East-Central-South-African;India;2011
JX437622;East-Central-South-African;India;2011
JX437623;East-Central-South-African;India;2011
JX442959;East-Central-South-African;India;2006
JX442960;East-Central-South-African;India;2007
JX442961;East-Central-South-African;India;2008
JX442962;East-Central-South-African;India;2008
JX442963;East-Central-South-African;India;2009
JX442964;East-Central-South-African;India;2009
JX442965;East-Central-South-African;India;2010
JX442966;East-Central-South-African;India;2010
JX442967;East-Central-South-African;India;2011
JX442968;East-Central-South-African;India;2011
JX839766;East-Central-South-African;India;2008
JX839767;East-Central-South-African;India;2008
JX839768;East-Central-South-African;India;2008
JX839769;East-Central-South-African;India;2008
JX839770;East-Central-South-African;India;2008
JX839771;East-Central-South-African;India;2008
JX839772;East-Central-South-African;India;2008
JX839773;East-Central-South-African;India;2008
JX839774;East-Central-South-African;India;2008
JX839775;East-Central-South-African;India;2009
JX839776;East-Central-South-African;India;2009
JX839777;East-Central-South-African;India;2009
JX839778;East-Central-South-African;India;2009
JX839779;East-Central-South-African;India;2009
JX839780;East-Central-South-African;India;2009
JX839781;East-Central-South-African;India;2009
JX839782;East-Central-South-African;India;2009
JX839783;East-Central-South-African;India;2009
JX839784;East-Central-South-African;India;2009
JX839785;East-Central-South-African;India;2010
JX839786;East-Central-South-African;India;2010
JX839787;East-Central-South-African;India;2010
JX839788;East-Central-South-African;India;2010
JX839789;East-Central-South-African;India;2010
JX839790;East-Central-South-African;India;2010
JX839791;East-Central-South-African;India;2010
JX839792;East-Central-South-African;India;2010
JX839793;East-Central-South-African;India;2010
JX839794;East-Central-South-African;India;2010
JX839795;East-Central-South-African;India;2010
JX839796;East-Central-South-African;India;2010
JX839797;East-Central-South-African;India;2010
JX839798;East-Central-South-African;India;2010
JX839799;East-Central-South-African;India;2010
JX839800;East-Central-South-African;India;2010
JX839801;East-Central-South-African;India;2010
JX839802;East-Central-South-African;India;2010
JX839803;East-Central-South-African;India;2010
JX839804;East-Central-South-African;India;2010
JX839805;East-Central-South-African;India;2010
JX839806;East-Central-South-African;India;2010
JX839807;East-Central-South-African;India;2010
JX839808;East-Central-South-African;India;2010
JX839809;East-Central-South-African;India;2010
JX839810;East-Central-South-African;India;2011
JX839811;East-Central-South-African;India;2011
JX839812;East-Central-South-African;India;2011
JX839813;East-Central-South-African;India;2011
JX839814;East-Central-South-African;India;2011
JX839815;East-Central-South-African;India;2011
JX839816;East-Central-South-African;India;2011
JX839817;East-Central-South-African;India;2011
JX839818;East-Central-South-African;India;2011
JX839819;East-Central-South-African;India;2011
JX839820;East-Central-South-African;India;2011
JX839821;East-Central-South-African;India;2011
JX839822;East-Central-South-African;India;2011
JX839823;East-Central-South-African;India;2011
JX839824;East-Central-South-African;India;2011
JX839825;East-Central-South-African;India;2011
JX839826;East-Central-South-African;India;2011
JX839827;East-Central-South-African;India;2011
JX839828;East-Central-South-African;India;2011
JX839829;East-Central-South-African;India;2011
JX911895;East-Central-South-African;India;2011
KC285189;West African;India;2011
KC285190;West African;India;2011
KC285191;West African;India;2011
KC285192;West African;India;2011
KC285193;West African;India;2010
KC285194;West African;India;2010
KC352904;Asian and Caribbean;Philippines;2012
KC488650;Asian and Caribbean;China;2012
KC524771;East-Central-South-African;Papua New Guinea;2012
KC524772;East-Central-South-African;Papua New Guinea;2012
KC731581;East-Central-South-African;Bhutan;2012
KC731582;East-Central-South-African;Bhutan;2012
KC731583;East-Central-South-African;Bhutan;2012
KC731584;East-Central-South-African;Bhutan;2012
KC731585;East-Central-South-African;Bhutan;2012
KC731586;East-Central-South-African;Bhutan;2012
KC810970;East-Central-South-African;South Korea;2009
KC814929;East-Central-South-African;India;2010
KC862329;East-Central-South-African;Indonesia;2010
KC969208;East-Central-South-African;India;2007
KC977313;East-Central-South-African;India;2009
KC977314;East-Central-South-African;India;2009
KC977315;East-Central-South-African;India;2009
KC977316;East-Central-South-African;India;2009
KC977317;East-Central-South-African;India;2009
KC977318;East-Central-South-African;India;2009
KC977319;East-Central-South-African;India;2009
KC977320;East-Central-South-African;India;2009
KC977321;East-Central-South-African;India;2009
KC977322;East-Central-South-African;India;2009
KC999036;East-Central-South-African;India;2011
KF151174;East-Central-South-African;Myanmar;2009
KF151175;East-Central-South-African;Myanmar;2009
KF151176;East-Central-South-African;Myanmar;2009
KF151177;East-Central-South-African;Myanmar;2009
KF151178;East-Central-South-African;Myanmar;2009
KF283986;East-Central-South-African;Comoros;2005
KF283987;East-Central-South-African;Comoros;2005
KF318729;Asian and Caribbean;China;2012
KF356195;East-Central-South-African;India;2010
KF425514;East-Central-South-African;India;2011
KF578457;East-Central-South-African;Sri Lanka;2007
KF578458;East-Central-South-African;Sri Lanka;2007
KF578459;East-Central-South-African;Sri Lanka;2007
KF578460;East-Central-South-African;Sri Lanka;2007
KF578461;East-Central-South-African;Sri Lanka;2007
KF578462;East-Central-South-African;Sri Lanka;2007
KF587904;East-Central-South-African;India;2008
KF587905;East-Central-South-African;India;2009
KF590564;East-Central-South-African;Myanmar;2010
KF590565;East-Central-South-African;Myanmar;2010
KF590566;East-Central-South-African;Myanmar;2010
KF590567;East-Central-South-African;Myanmar;2010
KF818472;East-Central-South-African;India;2012
KF818473;East-Central-South-African;India;2012
KF818474;East-Central-South-African;India;2012
KF818475;East-Central-South-African;India;2011
KF840729;East-Central-South-African;India;2010
KF872195;Asian and Caribbean;Indonesia;2013
KF985235;East-Central-South-African;India;2010
KJ451622;Asian and Caribbean;Micronesia;2013
KJ451623;Asian and Caribbean;Micronesia;2013
KJ451624;Asian and Caribbean;USA;2014
KJ508819;East-Central-South-African;Cameroon;2013
KJ508820;East-Central-South-African;Cameroon;2013
KJ508821;East-Central-South-African;Cameroon;2013
KJ558348;East-Central-South-African;India;2012
KJ577651;East-Central-South-African;India;2009
KJ577652;East-Central-South-African;India;2009
KJ577653;East-Central-South-African;India;2009
KJ577654;East-Central-South-African;India;2009
KJ577655;East-Central-South-African;India;2009
KJ577656;East-Central-South-African;India;2009
KJ577657;East-Central-South-African;India;2009
KJ577658;East-Central-South-African;India;2009
KJ577659;East-Central-South-African;India;2009
KJ577660;East-Central-South-African;India;2009
KJ579184;East-Central-South-African;Thailand;2013
KJ579185;East-Central-South-African;Thailand;2013
KJ579186;East-Central-South-African;Thailand;2013
KJ579187;East-Central-South-African;Thailand;2013
KJ679577;East-Central-South-African;India;2011
KJ679578;East-Central-South-African;India;2011
KJ729829;Asian and Caribbean;Indonesia;2011
KJ729830;Asian and Caribbean;Indonesia;2011
KJ729831;Asian and Caribbean;Indonesia;2011
KJ729832;Asian and Caribbean;Indonesia;2011
KJ729833;Asian and Caribbean;Indonesia;2011
KJ729834;Asian and Caribbean;Indonesia;2011
KJ729835;Asian and Caribbean;Indonesia;2011
KJ729836;Asian and Caribbean;Indonesia;2011
KJ729837;Could not assign;Indonesia;2011
KJ729838;Asian and Caribbean;Indonesia;2011
KJ729839;Asian and Caribbean;Indonesia;2011
KJ729840;Asian and Caribbean;Indonesia;2011
KJ729841;Asian and Caribbean;Indonesia;2011
KJ729842;Asian and Caribbean;Indonesia;2011
KJ729843;Asian and Caribbean;Indonesia;2011
KJ729844;Could not assign;Indonesia;2011
KJ729845;Asian and Caribbean;Indonesia;2011
KJ729846;Asian and Caribbean;Indonesia;2011
KJ729847;Asian and Caribbean;Indonesia;2011
KJ729848;Asian and Caribbean;Indonesia;2011
KJ729849;Asian and Caribbean;Indonesia;2011
KJ729850;Asian and Caribbean;Indonesia;2011
KJ729851;East-Central-South-African;Indonesia;2011
KJ729852;East-Central-South-African;Indonesia;2011
KJ729853;Could not assign;Indonesia;2011
KJ729854;Could not assign;Indonesia;2011
KJ729855;Could not assign;Indonesia;2011
KJ729856;Could not assign;Indonesia;2011
KJ866155;East-Central-South-African;Sri Lanka;2006
KJ939333;Asian and Caribbean;French Polynesia;2014
KJ941050;East-Central-South-African;USA;2006
KM014692;Asian and Caribbean;Philippines;2012
KM014693;Asian and Caribbean;Philippines;2012
KM014694;Asian and Caribbean;Philippines;2012
KM014695;Asian and Caribbean;Philippines;2012
KM014696;Asian and Caribbean;Philippines;2012
KM058063;East-Central-South-African;India;2010
KM267638;Asian and Caribbean;Italy;2014
KM275635;East-Central-South-African;India;2009
KM275636;East-Central-South-African;India;2009
KM275637;East-Central-South-African;India;2009
KM275638;East-Central-South-African;India;2009
KM275639;East-Central-South-African;India;2009
KM275640;East-Central-South-African;India;2009
KM275641;East-Central-South-African;India;2009
KM275642;East-Central-South-African;India;2009
KM275643;East-Central-South-African;India;2009
KM275644;East-Central-South-African;India;2009
KM275645;East-Central-South-African;India;2009
KM275646;East-Central-South-African;India;2009
KM275647;East-Central-South-African;India;2009
KM275648;East-Central-South-African;India;2009
KM275649;East-Central-South-African;India;2009
KM275650;East-Central-South-African;India;2009
KM275651;East-Central-South-African;India;2009
KM503141;Could not assign;India;2013
KM586248;Could not assign;India;2013
KM673291;Asian and Caribbean;Indonesia;2013
KM985619;Asian and Caribbean;French Polynesia;2014
KM985981;Asian and Caribbean;Tonga;2014
KM985982;Asian and Caribbean;Tonga;2014
KP001167;Could not assign;India;2013
KP001168;Could not assign;India;2013
KP003807;East-Central-South-African;Congo - Brazzaville;2006
KP003808;East-Central-South-African;Madagascar;2006
KP003809;East-Central-South-African;Mayotte;2006
KP003810;East-Central-South-African;Italy;2007
KP003811;East-Central-South-African;Italy;2007
KP003812;East-Central-South-African;Gabon;2007
KP003813;East-Central-South-African;Congo - Brazzaville;2011
KP009589;Could not assign;India;2013
KP055786;East-Central-South-African;India;2013
KP100455;Asian and Caribbean;Colombia;2014
KP164567;Asian and Caribbean;Brazil;2014
KP164568;East-Central-South-African;Brazil;2014
KP164569;East-Central-South-African;Brazil;2014
KP164570;East-Central-South-African;Brazil;2014
KP164571;Asian and Caribbean;Brazil;2014
KP164572;Asian and Caribbean;Brazil;2014
KP239982;East-Central-South-African;India;2013
KP239983;East-Central-South-African;India;2013
KP239984;East-Central-South-African;India;2013
KP239985;East-Central-South-African;India;2013
KP239987;East-Central-South-African;India;2013
KP252141;Asian and Caribbean;Italy;2014
KP252142;Asian and Caribbean;Italy;2014
KP276676;Asian and Caribbean;Philippines;2013
KP276677;Asian and Caribbean;Philippines;2013
KP324922;East-Central-South-African;Brazil;2014
KP324923;East-Central-South-African;Brazil;2014
KP324924;East-Central-South-African;Brazil;2014
KP343865;Could not assign;Colombia;2014
KP343866;Could not assign;Colombia;2014
KP685237;East-Central-South-African;Singapore;2013
KP702204;East-Central-South-African;Viet Nam;2012
KP702205;East-Central-South-African;Viet Nam;2012
KP702297;East-Central-South-African;Comoros;2005
KP795107;Asian and Caribbean;Mexico;2014
KP795108;Asian and Caribbean;Mexico;2014
KP795109;Asian and Caribbean;Mexico;2014
KP843110;East-Central-South-African;India;2013
KP843111;East-Central-South-African;India;2013
KP843112;East-Central-South-African;India;2013
KP851709;Asian and Caribbean;Mexico;2014
KP851710;Asian and Caribbean;Mexico;2014
KR046227;Asian and Caribbean;Trinidad and Tobago;2014
KR046228;Asian and Caribbean;Trinidad and Tobago;2014
KR046229;Asian and Caribbean;Trinidad and Tobago;2014
KR046230;Asian and Caribbean;Trinidad and Tobago;2014
KR046231;Asian and Caribbean;Trinidad and Tobago;2014
KR046232;Asian and Caribbean;Trinidad and Tobago;2014
KR046233;Asian and Caribbean;Trinidad and Tobago;2014
KR046234;Asian and Caribbean;Trinidad and Tobago;2014
KR232581;Could not assign;Colombia;2014
KR233480;Asian and Caribbean;Colombia;2014
KR233481;Could not assign;Colombia;2014
KR260263;Could not assign;Colombia;2014
KR264949;Asian and Caribbean;Puerto Rico;2014
KR264950;Asian and Caribbean;Puerto Rico;2014
KR264951;Asian and Caribbean;Puerto Rico;2014
KR818091;East-Central-South-African;India;2013
KR818092;East-Central-South-African;India;2013
KR818093;East-Central-South-African;India;2013
KT175539;Asian and Caribbean;Indonesia;2007
KT175540;Asian and Caribbean;Indonesia;2007
KT175541;Asian and Caribbean;Indonesia;2007
KT192707;Asian and Caribbean;Nicaragua;2014
KT192708;Asian and Caribbean;Nicaragua;2014
KT192709;Asian and Caribbean;Nicaragua;2014
KT192710;Asian and Caribbean;Nicaragua;2014
KT192711;Asian and Caribbean;Nicaragua;2014
KT192712;Asian and Caribbean;Nicaragua;2014
KT192713;Asian and Caribbean;Nicaragua;2014
KT192714;Asian and Caribbean;Nicaragua;2014
KT192715;Asian and Caribbean;Nicaragua;2014
KT192716;Asian and Caribbean;Nicaragua;2014
KT192717;Asian and Caribbean;Nicaragua;2014
KT192718;Asian and Caribbean;Nicaragua;2014
KT192719;Asian and Caribbean;Nicaragua;2014
KT192720;Asian and Caribbean;Nicaragua;2014
KT192721;Asian and Caribbean;Nicaragua;2014
KT192722;Asian and Caribbean;Nicaragua;2014
KT192723;Asian and Caribbean;Nicaragua;2014
KT192724;Asian and Caribbean;Nicaragua;2014
KT192725;Asian and Caribbean;Nicaragua;2014
KT192726;Asian and Caribbean;Nicaragua;2014
KT192727;Asian and Caribbean;Nicaragua;2014
KT192728;Asian and Caribbean;Nicaragua;2014
KT192729;Asian and Caribbean;Nicaragua;2014
KT192730;Asian and Caribbean;Nicaragua;2015
KT192731;Asian and Caribbean;Nicaragua;2015
KT192732;Asian and Caribbean;Nicaragua;2015
KT192733;Asian and Caribbean;Nicaragua;2015
KT192734;Asian and Caribbean;Nicaragua;2015
KT192735;Asian and Caribbean;Nicaragua;2015
KT192736;Asian and Caribbean;Nicaragua;2015
KT192737;Asian and Caribbean;Nicaragua;2015
KT192738;Asian and Caribbean;Nicaragua;2015
KT192739;Asian and Caribbean;Nicaragua;2015
KT192740;Asian and Caribbean;Nicaragua;2015
KT211023;Asian and Caribbean;Colombia;2015
KT211024;Asian and Caribbean;Colombia;2015
KT211025;Asian and Caribbean;Colombia;2014
KT211026;Asian and Caribbean;Colombia;2015
KT211027;Asian and Caribbean;Colombia;2015
KT211028;Asian and Caribbean;Colombia;2015
KT211029;Asian and Caribbean;Colombia;2015
KT211030;Asian and Caribbean;Colombia;2015
KT211031;Asian and Caribbean;Colombia;2015
KT211032;Asian and Caribbean;Colombia;2015
KT211033;Asian and Caribbean;Colombia;2015
KT211034;Asian and Caribbean;Colombia;2014
KT211035;Asian and Caribbean;Colombia;2014
KT211036;Asian and Caribbean;Colombia;2014
KT211037;Asian and Caribbean;Colombia;2014
KT211038;Asian and Caribbean;Colombia;2014
KT211039;Asian and Caribbean;Colombia;2014
KT211040;Asian and Caribbean;Colombia;2014
KT211041;Asian and Caribbean;Colombia;2014
KT211042;Asian and Caribbean;Colombia;2015
KT211043;Asian and Caribbean;Colombia;2014
KT211044;Asian and Caribbean;Colombia;2014
KT211045;Asian and Caribbean;Colombia;2014
KT211046;Asian and Caribbean;Colombia;2014
KT211047;Asian and Caribbean;Colombia;2015
KT211048;Asian and Caribbean;Colombia;2015
KT211049;Asian and Caribbean;Colombia;2015
KT211050;Asian and Caribbean;Colombia;2015
KT211051;Asian and Caribbean;Colombia;2015
KT218522;East-Central-South-African;India;2009
KT218523;East-Central-South-African;India;2009
KT218524;East-Central-South-African;India;2009
KT218525;East-Central-South-African;India;2009
KT247378;Asian and Caribbean;Mexico;2014
KT247379;Asian and Caribbean;Mexico;2014
KT247380;Asian and Caribbean;Mexico;2014
KT247381;Asian and Caribbean;Mexico;2014
KT247382;Asian and Caribbean;Mexico;2014
KT247383;Asian and Caribbean;Mexico;2014
KT247384;Asian and Caribbean;Mexico;2014
KT247385;Asian and Caribbean;Mexico;2014
KT308159;Asian and Caribbean;Philippines;2012
KT308160;Asian and Caribbean;Philippines;2012
KT308161;Asian and Caribbean;Philippines;2012
KT308162;Asian and Caribbean;Philippines;2012
KT308163;Asian and Caribbean;Philippines;2012
KT324224;East-Central-South-African;Malaysia;2008
KT324225;East-Central-South-African;Malaysia;2009
KT324226;East-Central-South-African;Malaysia;2009
KT324227;East-Central-South-African;Malaysia;2009
KT324228;East-Central-South-African;Malaysia;2009
KT327163;Asian and Caribbean;Mexico;2014
KT327164;Asian and Caribbean;Mexico;2014
KT327165;Asian and Caribbean;Mexico;2014
KT327166;Asian and Caribbean;Mexico;2014
KT327167;Asian and Caribbean;Mexico;2014
KT449801;East-Central-South-African;Reunion;2006
KT581023;Asian and Caribbean;Brazil;2014
KU216360;East-Central-South-African;India;2014
KU216361;East-Central-South-African;India;2014
KU216362;East-Central-South-African;India;2015
KU216363;East-Central-South-African;India;2015
KU216364;East-Central-South-African;India;2015
KU216365;East-Central-South-African;India;2015
KU295119;Asian and Caribbean;Mexico;2015
KU295120;Asian and Caribbean;Mexico;2015
KU295121;Asian and Caribbean;Mexico;2015
KU295122;Asian and Caribbean;Mexico;2015
KU295123;Asian and Caribbean;Mexico;2015
KU295124;Asian and Caribbean;Mexico;2015
KU295125;Asian and Caribbean;Mexico;2015
KU295126;Asian and Caribbean;Mexico;2015
KU295127;Asian and Caribbean;Mexico;2015
KU295128;Asian and Caribbean;Mexico;2015
KU295129;Asian and Caribbean;Mexico;2015
KU295130;Asian and Caribbean;Mexico;2015
KU355832;Asian and Caribbean;Brazil;2015
KU355833;Asian and Caribbean;Brazil;2014
KU355834;Asian and Caribbean;Brazil;2014
KU355835;Asian and Caribbean;Brazil;2014
KU365366;Asian and Caribbean;Mexico;2014
KU365367;Asian and Caribbean;Mexico;2014
KU365368;Asian and Caribbean;Mexico;2014
KU365369;Asian and Caribbean;Trinidad and Tobago;2014
KU365370;East-Central-South-African;Bangladesh;2011
KU365371;East-Central-South-African;Bangladesh;2011
KU365372;Asian and Caribbean;Colombia;2014
KU365373;Asian and Caribbean;Colombia;2014
KU365374;Asian and Caribbean;Venezuela;2014
KU518330;Asian and Caribbean;Colombia;2014
KU518331;Asian and Caribbean;Colombia;2014
KU518332;Asian and Caribbean;Colombia;2014
KU518333;Asian and Caribbean;Colombia;2014
KU518334;Asian and Caribbean;Colombia;2014
KU518335;Asian and Caribbean;Colombia;2014
KU518336;Asian and Caribbean;Colombia;2014
KU518337;Asian and Caribbean;Colombia;2014
KU518338;Asian and Caribbean;Colombia;2014
KU518339;Asian and Caribbean;Colombia;2014
KU518340;Asian and Caribbean;Colombia;2014
KU518341;Asian and Caribbean;Colombia;2014
KU518342;Asian and Caribbean;Colombia;2014
KU518343;Asian and Caribbean;Colombia;2014
KU561427;East-Central-South-African;Indonesia;2009
KU561428;East-Central-South-African;Indonesia;2010
KU561429;East-Central-South-African;Indonesia;2010
KU561430;East-Central-South-African;Indonesia;2010
KU561431;East-Central-South-African;Indonesia;2010
KU561432;East-Central-South-African;Indonesia;2010
KU561433;East-Central-South-African;Malaysia;2009
KU561434;East-Central-South-African;Thailand;2009
KU561435;East-Central-South-African;Thailand;2013
KU561436;Asian and Caribbean;Indonesia;2009
KU561437;Asian and Caribbean;Indonesia;2009
KU561438;Asian and Caribbean;Indonesia;2009
KU561439;Asian and Caribbean;Indonesia;2010
KU561440;Asian and Caribbean;Indonesia;2010
KU561441;Asian and Caribbean;Indonesia;2010
KU561442;Asian and Caribbean;Indonesia;2010
KU561443;Asian and Caribbean;Indonesia;2010
KU561444;Asian and Caribbean;Indonesia;2012
KU561445;Asian and Caribbean;Indonesia;2013
KU561446;Asian and Caribbean;Indonesia;2013
KU561447;Asian and Caribbean;Indonesia;2013
KU561448;Asian and Caribbean;Indonesia;2013
KU561449;Asian and Caribbean;Indonesia;2013
KU561450;Asian and Caribbean;Indonesia;2013
KU561451;Asian and Caribbean;Indonesia;2013
KU561452;Asian and Caribbean;Indonesia;2013
KU561453;Asian and Caribbean;Indonesia;2013
KU561454;Asian and Caribbean;Indonesia;2014
KU561455;Asian and Caribbean;Indonesia;2014
KU561456;Asian and Caribbean;Indonesia;2014
KU561457;Asian and Caribbean;Indonesia;2014
KU561458;Asian and Caribbean;Indonesia;2014
KU561459;Asian and Caribbean;Philippines;2011
KU561460;Asian and Caribbean;Philippines;2013
KU561461;Asian and Caribbean;Philippines;2013
KU561462;Asian and Caribbean;Philippines;2013
KU561463;Asian and Caribbean;Philippines;2013
KU561464;Asian and Caribbean;Philippines;2013
KU561465;Asian and Caribbean;Philippines;2014
KU561466;Asian and Caribbean;Singapore;2013
KU724228;Asian and Caribbean;USA;2014
KU724229;Asian and Caribbean;USA;2014
KU724230;Asian and Caribbean;USA;2014
KU724231;Asian and Caribbean;USA;2014
KU724232;Asian and Caribbean;USA;2014
KU724233;Asian and Caribbean;USA;2014
KU724234;Asian and Caribbean;USA;2014
KU724235;Asian and Caribbean;USA;2014
KU724236;Asian and Caribbean;USA;2014
KU724237;Asian and Caribbean;USA;2014
KU724238;Asian and Caribbean;USA;2014
KU724239;Asian and Caribbean;USA;2014
KU724240;Asian and Caribbean;USA;2014
KU724241;Asian and Caribbean;USA;2014
KU724242;Asian and Caribbean;USA;2014
KU724243;Asian and Caribbean;USA;2014
KU724244;Asian and Caribbean;USA;2014
KU724245;Asian and Caribbean;USA;2014
KU724246;Asian and Caribbean;USA;2014
KU724247;Asian and Caribbean;USA;2014
KU724248;Asian and Caribbean;USA;2014
KU724249;Asian and Caribbean;USA;2014
KU724250;Asian and Caribbean;USA;2014
KU724251;Asian and Caribbean;USA;2014
KU724252;Asian and Caribbean;USA;2014
KU724253;Asian and Caribbean;USA;2014
KU724254;Asian and Caribbean;USA;2014
KU724255;Asian and Caribbean;USA;2014
KU724256;Asian and Caribbean;USA;2014
KU724257;Asian and Caribbean;USA;2014
KU724258;Asian and Caribbean;USA;2014
KU724259;Asian and Caribbean;USA;2014
KU724260;Asian and Caribbean;USA;2014
KU724261;Asian and Caribbean;USA;2014
KU724262;Asian and Caribbean;USA;2014
KU724263;Asian and Caribbean;USA;2014
KU724264;Asian and Caribbean;USA;2014
KU724265;Asian and Caribbean;USA;2014
KU724266;Asian and Caribbean;USA;2014
KU727168;Asian and Caribbean;Curacao;2014
KU727169;Asian and Caribbean;Curacao;2014
KU727170;Asian and Caribbean;Curacao;2014
KU727171;Asian and Caribbean;Curacao;2014
KU727172;Asian and Caribbean;Curacao;2014
KU727173;Asian and Caribbean;Curacao;2014
KU727174;Asian and Caribbean;Curacao;2014
KU727175;Asian and Caribbean;Curacao;2014
KU727176;Asian and Caribbean;Curacao;2014
KU727177;Asian and Caribbean;Curacao;2014
KU727178;Asian and Caribbean;Curacao;2014
KU727179;Asian and Caribbean;Curacao;2014
KU727180;Asian and Caribbean;Curacao;2014
KU727181;Could not assign;Curacao;2014
KU940225;East-Central-South-African;Brazil;2015
KU940226;East-Central-South-African;Brazil;2015
KU951112;East-Central-South-African;Brazil;2016
KU951113;Asian and Caribbean;Brazil;2015
KU951114;Asian and Caribbean;Brazil;2015
KU951115;Asian and Caribbean;Brazil;2015
KU951116;Asian and Caribbean;Brazil;2015
KU951117;Asian and Caribbean;Brazil;2015
KU951118;Asian and Caribbean;Brazil;2015
KU951119;Asian and Caribbean;Brazil;2015
KU951120;East-Central-South-African;Brazil;2015
KU951121;East-Central-South-African;Brazil;2015
KU951122;East-Central-South-African;Brazil;2015
KU951123;East-Central-South-African;Brazil;2016
KU955432;East-Central-South-African;India;2010
KU955433;East-Central-South-African;India;2010
KU955434;East-Central-South-African;India;2010
KU955435;East-Central-South-African;India;2010
KU955436;East-Central-South-African;India;2010
KU955437;East-Central-South-African;India;2010
KU955438;East-Central-South-African;India;2010
KU955439;East-Central-South-African;India;2010
KU955440;East-Central-South-African;India;2010
KU955441;East-Central-South-African;India;2010
KU955442;East-Central-South-African;India;2010
KU955443;East-Central-South-African;India;2010
KU955444;East-Central-South-African;India;2010
KU955445;East-Central-South-African;India;2010
KU955446;East-Central-South-African;India;2010
KU955447;East-Central-South-African;India;2010
KU955448;East-Central-South-African;India;2011
KU955449;East-Central-South-African;India;2011
KU955450;East-Central-South-African;India;2011
KU955451;East-Central-South-African;India;2011
KU955452;East-Central-South-African;India;2011
KU955453;East-Central-South-African;India;2011
KU955454;East-Central-South-African;India;2011
KU955455;East-Central-South-African;India;2011
KU955456;East-Central-South-African;India;2012
KU955457;East-Central-South-African;India;2012
KU955458;East-Central-South-African;India;2013
KU955459;East-Central-South-African;India;2013
KU955460;East-Central-South-African;India;2013
KU955461;East-Central-South-African;India;2013
KU955462;East-Central-South-African;India;2014
KU955463;East-Central-South-African;India;2014
KX009167;East-Central-South-African;Thailand;2013
KX009168;East-Central-South-African;Thailand;2013
KX009169;East-Central-South-African;Thailand;2013
KX009170;East-Central-South-African;Thailand;2013
KX009171;East-Central-South-African;Thailand;2013
KX097981;Asian and Caribbean;Indonesia;2015
KX097982;Asian and Caribbean;Indonesia;2015
KX097983;Asian and Caribbean;Indonesia;2015
KX097984;Asian and Caribbean;Indonesia;2015
KX097985;Asian and Caribbean;Indonesia;2015
KX097986;Asian and Caribbean;Indonesia;2015
KX097987;Asian and Caribbean;Indonesia;2015
KX097988;Asian and Caribbean;Indonesia;2015
KX168429;Asian and Caribbean;Malaysia;2009
KX228391;East-Central-South-African;Brazil;2016
KX255061;Asian and Caribbean;Haiti;2014
KX255062;Asian and Caribbean;Panama;2014
KX255063;Asian and Caribbean;Dominican Republic;2014
KX262989;East-Central-South-African;Italy;2007
KX262991;Asian and Caribbean;Saint Martin;2003
KX262992;Asian and Caribbean;Guadeloupe;2014
KX262993;East-Central-South-African;Italy;2007
KX262994;Asian and Caribbean;French Guiana;2014
KX262996;East-Central-South-African;Cameroon;2006
KX262997;East-Central-South-African;Malaysia;2009
KX296735;Asian and Caribbean;Guatemala;2015
KX296736;Asian and Caribbean;Guatemala;2015
KX296737;Asian and Caribbean;Guatemala;2015
KX355507;Asian and Caribbean;Dominican Republic;2014
KX355508;Asian and Caribbean;Dominican Republic;2014
KX355509;Asian and Caribbean;Dominican Republic;2014
KX355510;Asian and Caribbean;Dominican Republic;2014
KX355511;Asian and Caribbean;Panama;2014
KX355512;Asian and Caribbean;Venezuela;2014
KX355513;Asian and Caribbean;El Salvador;2014
KX355514;Asian and Caribbean;Venezuela;2014
KX355515;Asian and Caribbean;Venezuela;2014
KX355516;Asian and Caribbean;Venezuela;2014
KX355776;East-Central-South-African;India;2009
KX355777;East-Central-South-African;India;2009
KX355778;East-Central-South-African;India;2009
KX355779;East-Central-South-African;India;2009
KX355780;East-Central-South-African;India;2009
KX355781;East-Central-South-African;India;2009
KX355782;East-Central-South-African;India;2009
KX355783;East-Central-South-African;India;2009
KX355784;East-Central-South-African;India;2009
KX355785;East-Central-South-African;India;2009
KX355786;East-Central-South-African;India;2009
KX355787;East-Central-South-African;India;2009
KX355788;East-Central-South-African;India;2009
KX355789;East-Central-South-African;India;2009
KX355790;East-Central-South-African;India;2009
KX355791;East-Central-South-African;India;2009
KX355792;East-Central-South-African;India;2009
KX358408;East-Central-South-African;India;2014
KX358409;East-Central-South-African;India;2014
KX358410;East-Central-South-African;India;2014
KX358411;East-Central-South-African;India;2014
KX358412;East-Central-South-African;India;2014
KX358413;East-Central-South-African;India;2014
KX358414;East-Central-South-African;India;2015
KX358415;East-Central-South-African;India;2015
KX358416;East-Central-South-African;India;2015
KX358417;East-Central-South-African;India;2015
KX358418;East-Central-South-African;India;2015
KX358419;East-Central-South-African;India;2015
KX358420;East-Central-South-African;India;2015
KX358421;East-Central-South-African;India;2015
KX358422;East-Central-South-African;India;2014
KX358423;East-Central-South-African;India;2014
