Acession;Virus;Genotype;Product;Host;Country;Date;Size;Clinic;Gender;Age
JX839768;Chikungunya;East-Central-South-African;E1;Hs;India;2008;1014;N/A;N/A;N/A
JX839769;Chikungunya;East-Central-South-African;E1;Hs;India;2008;1014;N/A;N/A;N/A
JX839770;Chikungunya;East-Central-South-African;E1;Hs;India;2008;1014;N/A;N/A;N/A
JX839771;Chikungunya;East-Central-South-African;E1;Hs;India;2008;1014;N/A;N/A;N/A
JX839772;Chikungunya;East-Central-South-African;E1;Hs;India;2008;1014;N/A;N/A;N/A
JX839773;Chikungunya;East-Central-South-African;E1;Hs;India;2008;1014;N/A;N/A;N/A
JX839774;Chikungunya;East-Central-South-African;E1;Hs;India;2008;1014;N/A;N/A;N/A
JX839775;Chikungunya;East-Central-South-African;E1;Hs;India;2009;1014;N/A;N/A;N/A
JX839776;Chikungunya;East-Central-South-African;E1;Hs;India;2009;1014;N/A;N/A;N/A
JX839777;Chikungunya;East-Central-South-African;E1;Hs;India;2009;1014;N/A;N/A;N/A
JX839778;Chikungunya;East-Central-South-African;E1;Hs;India;2009;1014;N/A;N/A;N/A
JX839779;Chikungunya;East-Central-South-African;E1;Hs;India;2009;1014;N/A;N/A;N/A
JX839780;Chikungunya;East-Central-South-African;E1;Hs;India;2009;1014;N/A;N/A;N/A
JX839781;Chikungunya;East-Central-South-African;E1;Hs;India;2009;1014;N/A;N/A;N/A
JX839782;Chikungunya;East-Central-South-African;E1;Hs;India;2009;1014;N/A;N/A;N/A
JX839783;Chikungunya;East-Central-South-African;E1;Hs;India;2009;1014;N/A;N/A;N/A
JX839784;Chikungunya;East-Central-South-African;E1;Hs;India;2009;1014;N/A;N/A;N/A
JX839785;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839786;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839787;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839788;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839789;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839790;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839791;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839792;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839793;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839794;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839795;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839796;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839797;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839798;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839799;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839800;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839801;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839802;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839803;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839804;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839805;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839806;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839807;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839808;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839809;Chikungunya;East-Central-South-African;E1;Hs;India;2010;1014;N/A;N/A;N/A
JX839810;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839811;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839812;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839813;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839814;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839815;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839816;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839817;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839818;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839819;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839820;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839821;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839822;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839823;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839824;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839825;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839826;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839827;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839828;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX839829;Chikungunya;East-Central-South-African;E1;Hs;India;2011;1014;N/A;N/A;N/A
JX911895;Chikungunya;East-Central-South-African;E1;Hs;India;2011;266;N/A;N/A;N/A
KC285189;Chikungunya;West African;E2-6K;Hs;India;2011;1269;CHF;N/A;N/A
KC285190;Chikungunya;West African;E2-6K;Hs;India;2011;1266;CHF;N/A;N/A
KC285191;Chikungunya;West African;E2-6K;Hs;India;2011;1266;CHF;N/A;N/A
KC285192;Chikungunya;West African;E2-6K;Hs;India;2011;1269;CHF;N/A;N/A
KC285193;Chikungunya;West African;E2-6K;Hs;India;2010;1260;CHF;N/A;N/A
KC285194;Chikungunya;West African;E2-6K;Hs;India;2010;1266;CHF;N/A;N/A
KC352904;Chikungunya;Asian and Caribbean;C-E3-E2-6K-E1;Hs;Philippines;2012;2414;N/A;N/A;N/A
KC488650;Chikungunya;Asian and Caribbean;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;China;2012;11889;N/A;N/A;N/A
KC524771;Chikungunya;East-Central-South-African;E1;Hs;Papua New Guinea;2012;924;CHF;N/A;N/A
KC524772;Chikungunya;East-Central-South-African;E1;Hs;Papua New Guinea;2012;924;CHF;N/A;N/A
KC731581;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Bhutan;2012;1320;N/A;N/A;N/A
KC731582;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Bhutan;2012;1320;N/A;N/A;N/A
KC731583;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Bhutan;2012;1320;N/A;N/A;N/A
KC731584;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Bhutan;2012;1320;N/A;N/A;N/A
KC731585;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Bhutan;2012;1320;N/A;N/A;N/A
KC731586;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Bhutan;2012;1320;N/A;N/A;N/A
KC810970;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;South Korea;2009;1317;N/A;N/A;N/A
KC814929;Chikungunya;East-Central-South-African;E1;Hs;India;2010;800;N/A;N/A;N/A
KC862329;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Indonesia;2010;11836;N/A;N/A;N/A
KC969208;Chikungunya;East-Central-South-African;6K-E1-3'UTR;Hs;India;2007;1522;N/A;N/A;N/A
KC977313;Chikungunya;East-Central-South-African;E2;Hs;India;2009;266;N/A;N/A;N/A
KC977314;Chikungunya;East-Central-South-African;E2;Hs;India;2009;249;N/A;N/A;N/A
KC977315;Chikungunya;East-Central-South-African;E2;Hs;India;2009;259;N/A;N/A;N/A
KC977316;Chikungunya;East-Central-South-African;E2;Hs;India;2009;255;N/A;N/A;N/A
KC977317;Chikungunya;East-Central-South-African;E2;Hs;India;2009;264;N/A;N/A;N/A
KC977318;Chikungunya;East-Central-South-African;E2;Hs;India;2009;261;N/A;N/A;N/A
KC977319;Chikungunya;East-Central-South-African;E2;Hs;India;2009;259;N/A;N/A;N/A
KC977320;Chikungunya;East-Central-South-African;E2;Hs;India;2009;258;N/A;N/A;N/A
KC977321;Chikungunya;East-Central-South-African;E2;Hs;India;2009;261;N/A;N/A;N/A
KC977322;Chikungunya;East-Central-South-African;E2;Hs;India;2009;266;N/A;N/A;N/A
KC999036;Chikungunya;East-Central-South-African;E1;Hs;India;2011;565;CHF;N/A;N/A
KF151174;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Myanmar;2009;11792;N/A;N/A;N/A
KF151175;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Myanmar;2009;11792;N/A;N/A;N/A
KF151176;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Myanmar;2009;1353;N/A;N/A;N/A
KF151177;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Myanmar;2009;1354;N/A;N/A;N/A
KF151178;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Myanmar;2009;1353;N/A;N/A;N/A
KF283986;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Comoros;2005;11537;N/A;N/A;N/A
KF283987;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Comoros;2005;11712;N/A;N/A;N/A
KF318729;Chikungunya;Asian and Caribbean;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;China;2012;12017;N/A;N/A;N/A
KF356195;Chikungunya;East-Central-South-African;nsP1;Hs;India;2010;323;CHF;N/A;N/A
KF425514;Chikungunya;East-Central-South-African;C-E3-E2-6K-E1-3'UTR;Hs;India;2011;3747;N/A;N/A;N/A
KF578457;Chikungunya;East-Central-South-African;C-E3-E2-6K-E1-3'UTR;Hs;Sri Lanka;2007;3747;N/A;N/A;N/A
KF578458;Chikungunya;East-Central-South-African;C-E3-E2-6K-E1-3'UTR;Hs;Sri Lanka;2007;3747;N/A;N/A;N/A
KF578459;Chikungunya;East-Central-South-African;C-E3-E2-6K-E1-3'UTR;Hs;Sri Lanka;2007;3747;N/A;N/A;N/A
KF578460;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Sri Lanka;2007;1320;N/A;N/A;N/A
KF578461;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Sri Lanka;2007;1320;N/A;N/A;N/A
KF578462;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Sri Lanka;2007;1320;N/A;N/A;N/A
KF587904;Chikungunya;East-Central-South-African;E1;Hs;India;2008;330;N/A;N/A;N/A
KF587905;Chikungunya;East-Central-South-African;E1;Hs;India;2009;330;N/A;N/A;N/A
KF590564;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Myanmar;2010;11695;N/A;N/A;N/A
KF590565;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Myanmar;2010;11722;N/A;N/A;N/A
KF590566;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Myanmar;2010;11730;N/A;N/A;N/A
KF590567;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Myanmar;2010;12530;N/A;N/A;N/A
KF818472;Chikungunya;East-Central-South-African;C-E3-E2-6K-E1-3'UTR;Hs;India;2012;3747;N/A;N/A;N/A
KF818473;Chikungunya;East-Central-South-African;C-E3-E2-6K-E1-3'UTR;Hs;India;2012;3747;N/A;N/A;N/A
KF818474;Chikungunya;East-Central-South-African;C-E3-E2-6K-E1-3'UTR;Hs;India;2012;3747;N/A;N/A;N/A
KF818475;Chikungunya;East-Central-South-African;C-E3-E2-6K-E1-3'UTR;Hs;India;2011;3747;N/A;N/A;N/A
KF840729;Chikungunya;East-Central-South-African;E1;Hs;India;2010;245;N/A;N/A;N/A
KF872195;Chikungunya;Asian and Caribbean;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Indonesia;2013;11969;N/A;N/A;N/A
KF985235;Chikungunya;East-Central-South-African;E1;Hs;India;2010;235;N/A;N/A;N/A
KJ451622;Chikungunya;Asian and Caribbean;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Micronesia;2013;12014;N/A;N/A;N/A
KJ451623;Chikungunya;Asian and Caribbean;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Micronesia;2013;12014;N/A;N/A;N/A
KJ451624;Chikungunya;Asian and Caribbean;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;USA;2014;12011;N/A;N/A;N/A
KJ508819;Chikungunya;East-Central-South-African;E1;Hs;Cameroon;2013;921;N/A;N/A;N/A
KJ508820;Chikungunya;East-Central-South-African;E1;Hs;Cameroon;2013;921;N/A;N/A;N/A
KJ508821;Chikungunya;East-Central-South-African;E1;Hs;Cameroon;2013;921;N/A;N/A;N/A
KJ558348;Chikungunya;East-Central-South-African;E2;Hs;India;2012;348;N/A;N/A;N/A
KJ577651;Chikungunya;East-Central-South-African;E2;Hs;India;2009;312;N/A;N/A;N/A
KJ577652;Chikungunya;East-Central-South-African;E2;Hs;India;2009;314;N/A;N/A;N/A
KJ577653;Chikungunya;East-Central-South-African;E2;Hs;India;2009;317;N/A;N/A;N/A
KJ577654;Chikungunya;East-Central-South-African;E2;Hs;India;2009;313;N/A;N/A;N/A
KJ577655;Chikungunya;East-Central-South-African;E2;Hs;India;2009;313;N/A;N/A;N/A
KJ577656;Chikungunya;East-Central-South-African;E2;Hs;India;2009;313;N/A;N/A;N/A
KJ577657;Chikungunya;East-Central-South-African;E2;Hs;India;2009;313;N/A;N/A;N/A
KJ577658;Chikungunya;East-Central-South-African;E2;Hs;India;2009;313;N/A;N/A;N/A
KJ577659;Chikungunya;East-Central-South-African;E2;Hs;India;2009;313;N/A;N/A;N/A
KJ577660;Chikungunya;East-Central-South-African;E2;Hs;India;2009;313;N/A;N/A;N/A
KJ579184;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Thailand;2013;11717;N/A;N/A;N/A
KJ579185;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Thailand;2013;11717;N/A;N/A;N/A
KJ579186;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Thailand;2013;11717;N/A;N/A;N/A
KJ579187;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Thailand;2013;11717;N/A;N/A;N/A
KJ679577;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;India;2011;11567;N/A;N/A;N/A
KJ679578;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;India;2011;11567;N/A;N/A;N/A
KJ729829;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729830;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729831;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729832;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729833;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729834;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729835;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729836;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729837;Chikungunya;Could not assign;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729838;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729839;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729840;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729841;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729842;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729843;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729844;Chikungunya;Could not assign;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729845;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729846;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729847;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729848;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729849;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729850;Chikungunya;Asian and Caribbean;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729851;Chikungunya;East-Central-South-African;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729852;Chikungunya;East-Central-South-African;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729853;Chikungunya;Could not assign;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729854;Chikungunya;Could not assign;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729855;Chikungunya;Could not assign;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ729856;Chikungunya;Could not assign;E1;Hs;Indonesia;2011;276;N/A;N/A;N/A
KJ866155;Chikungunya;East-Central-South-African;E1;Hs;Sri Lanka;2006;295;N/A;N/A;N/A
KJ939333;Chikungunya;Asian and Caribbean;E1-3'UTR;Hs;French Polynesia;2014;1308;N/A;N/A;N/A
KJ941050;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;USA;2006;11659;N/A;N/A;N/A
KM014692;Chikungunya;Asian and Caribbean;E1-3'UTR;Hs;Philippines;2012;1320;N/A;N/A;N/A
KM014693;Chikungunya;Asian and Caribbean;E1-3'UTR;Hs;Philippines;2012;1320;N/A;N/A;N/A
KM014694;Chikungunya;Asian and Caribbean;E1-3'UTR;Hs;Philippines;2012;1320;N/A;N/A;N/A
KM014695;Chikungunya;Asian and Caribbean;E1-3'UTR;Hs;Philippines;2012;1320;N/A;N/A;N/A
KM014696;Chikungunya;Asian and Caribbean;E1-3'UTR;Hs;Philippines;2012;1320;N/A;N/A;N/A
KM058063;Chikungunya;East-Central-South-African;E1;Hs;India;2010;235;CHF;N/A;N/A
KM267638;Chikungunya;Asian and Caribbean;E1;Hs;Italy;2014;514;CHF;F;N/A
KM275635;Chikungunya;East-Central-South-African;E2;Hs;India;2009;299;N/A;N/A;N/A
KM275636;Chikungunya;East-Central-South-African;E2;Hs;India;2009;300;N/A;N/A;N/A
KM275637;Chikungunya;East-Central-South-African;E2;Hs;India;2009;298;N/A;N/A;N/A
KM275638;Chikungunya;East-Central-South-African;E2;Hs;India;2009;242;N/A;N/A;N/A
KM275639;Chikungunya;East-Central-South-African;E2;Hs;India;2009;300;N/A;N/A;N/A
KM275640;Chikungunya;East-Central-South-African;E2;Hs;India;2009;295;N/A;N/A;N/A
KM275641;Chikungunya;East-Central-South-African;E2;Hs;India;2009;242;N/A;N/A;N/A
KM275642;Chikungunya;East-Central-South-African;E2;Hs;India;2009;297;N/A;N/A;N/A
KM275643;Chikungunya;East-Central-South-African;E2;Hs;India;2009;295;N/A;N/A;N/A
KM275644;Chikungunya;East-Central-South-African;E2;Hs;India;2009;297;N/A;N/A;N/A
KM275645;Chikungunya;East-Central-South-African;E2;Hs;India;2009;288;N/A;N/A;N/A
KM275646;Chikungunya;East-Central-South-African;E2;Hs;India;2009;296;N/A;N/A;N/A
KM275647;Chikungunya;East-Central-South-African;E2;Hs;India;2009;242;N/A;N/A;N/A
KM275648;Chikungunya;East-Central-South-African;E2;Hs;India;2009;242;N/A;N/A;N/A
KM275649;Chikungunya;East-Central-South-African;E2;Hs;India;2009;298;N/A;N/A;N/A
KM275650;Chikungunya;East-Central-South-African;E2;Hs;India;2009;296;N/A;N/A;N/A
KM275651;Chikungunya;East-Central-South-African;E2;Hs;India;2009;242;N/A;N/A;N/A
KM503141;Chikungunya;Could not assign;E1;Hs;India;2013;393;CHF;M;22
KM586248;Chikungunya;Could not assign;E1;Hs;India;2013;394;CHF;F;1
KM673291;Chikungunya;Asian and Caribbean;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Indonesia;2013;11979;N/A;N/A;N/A
KM985619;Chikungunya;Asian and Caribbean;E1-3'UTR;Hs;French Polynesia;2014;1308;N/A;N/A;N/A
KM985981;Chikungunya;Asian and Caribbean;E1-3'UTR;Hs;Tonga;2014;1275;N/A;N/A;N/A
KM985982;Chikungunya;Asian and Caribbean;E1-3'UTR;Hs;Tonga;2014;1287;N/A;N/A;N/A
KP001167;Chikungunya;Could not assign;E1;Hs;India;2013;393;CHF;F;32
KP001168;Chikungunya;Could not assign;E1;Hs;India;2013;414;CHF;M;23
KP003807;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Congo - Brazzaville;2006;11562;N/A;N/A;N/A
KP003808;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Madagascar;2006;11562;N/A;N/A;N/A
KP003809;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Mayotte;2006;11791;N/A;N/A;N/A
KP003810;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Italy;2007;11562;N/A;N/A;N/A
KP003811;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Italy;2007;11562;N/A;N/A;N/A
KP003812;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Gabon;2007;11561;N/A;N/A;N/A
KP003813;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Congo - Brazzaville;2011;11726;N/A;N/A;N/A
KP009589;Chikungunya;Could not assign;E1;Hs;India;2013;392;CHF;F;10
KP055786;Chikungunya;East-Central-South-African;E1;Hs;India;2013;315;CHF;M;N/A
KP100455;Chikungunya;Asian and Caribbean;nsP1;Hs;Colombia;2014;381;N/A;N/A;N/A
KP164567;Chikungunya;Asian and Caribbean;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Brazil;2014;11715;N/A;N/A;N/A
KP164568;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Brazil;2014;11812;N/A;N/A;N/A
KP164569;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Brazil;2014;11816;N/A;N/A;N/A
KP164570;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Brazil;2014;11678;N/A;N/A;N/A
KP164571;Chikungunya;Asian and Caribbean;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Brazil;2014;12189;N/A;N/A;N/A
KP164572;Chikungunya;Asian and Caribbean;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Brazil;2014;12053;N/A;N/A;N/A
KP239982;Chikungunya;East-Central-South-African;E1;Hs;India;2013;331;CHF;M;N/A
KP239983;Chikungunya;East-Central-South-African;E1;Hs;India;2013;331;CHF;M;N/A
KP239984;Chikungunya;East-Central-South-African;E1;Hs;India;2013;336;CHF;M;N/A
KP239985;Chikungunya;East-Central-South-African;E1;Hs;India;2013;322;CHF;F;N/A
KP239987;Chikungunya;East-Central-South-African;E1;Hs;India;2013;293;CHF;M;26
KP252141;Chikungunya;Asian and Caribbean;E2-6K-E1-3'UTR;Hs;Italy;2014;1518;N/A;N/A;N/A
KP252142;Chikungunya;Asian and Caribbean;E2-6K-E1-3'UTR;Hs;Italy;2014;1518;N/A;N/A;N/A
KP276676;Chikungunya;Asian and Caribbean;E1-3'UTR;Hs;Philippines;2013;1320;N/A;N/A;N/A
KP276677;Chikungunya;Asian and Caribbean;E1-3'UTR;Hs;Philippines;2013;1320;N/A;N/A;N/A
KP324922;Chikungunya;East-Central-South-African;E2;Hs;Brazil;2014;248;N/A;N/A;N/A
KP324923;Chikungunya;East-Central-South-African;E2;Hs;Brazil;2014;248;N/A;N/A;N/A
KP324924;Chikungunya;East-Central-South-African;E2;Hs;Brazil;2014;248;N/A;N/A;N/A
KP343865;Chikungunya;Could not assign;E2;Hs;Colombia;2014;385;N/A;N/A;N/A
KP343866;Chikungunya;Could not assign;E2;Hs;Colombia;2014;385;N/A;N/A;N/A
KP685237;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Singapore;2013;1320;N/A;N/A;N/A
KP702204;Chikungunya;East-Central-South-African;E2-6K-E1-3'UTR;Hs;Viet Nam;2012;1569;N/A;N/A;N/A
KP702205;Chikungunya;East-Central-South-African;E2-6K-E1-3'UTR;Hs;Viet Nam;2012;1611;N/A;N/A;N/A
KP702297;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1;Hs;Comoros;2005;11171;N/A;N/A;N/A
KP795107;Chikungunya;Asian and Caribbean;nsP4;Hs;Mexico;2014;329;CHF;F;33
