Acession;Virus;Genotype;Product;Host;Country;Date;Size;Clinic;Gender;Age
FJ807886;Chikungunya;Asian and Caribbean;C-E3-E2-6K-E1-3'UTR;Hs;Indonesia;2007;3747;CHF;N/A;N/A
FJ807887;Chikungunya;Asian and Caribbean;C-E3-E2-6K-E1-3'UTR;Hs;Indonesia;2007;3747;CHF;N/A;N/A
FJ807888;Chikungunya;Asian and Caribbean;C-E3-E2-6K-E1-3'UTR;Hs;Indonesia;2008;3747;CHF;N/A;N/A
FJ807889;Chikungunya;Asian and Caribbean;C-E3-E2-6K-E1-3'UTR;Hs;Indonesia;2008;3747;CHF;N/A;N/A
FJ807890;Chikungunya;Asian and Caribbean;C-E3-E2-6K-E1-3'UTR;Hs;Indonesia;2008;3747;CHF;N/A;N/A
FJ807891;Chikungunya;Asian and Caribbean;C-E3-E2-6K-E1-3'UTR;Hs;Indonesia;2008;3747;CHF;N/A;N/A
FJ807892;Chikungunya;East-Central-South-African;C-E3-E2-6K-E1-3'UTR;Hs;Malaysia;2008;3747;CHF;N/A;N/A
FJ807893;Chikungunya;East-Central-South-African;C-E3-E2-6K-E1-3'UTR;Hs;Malaysia;2008;3747;CHF;N/A;N/A
FJ807894;Chikungunya;East-Central-South-African;C-E3-E2-6K-E1-3'UTR;Hs;India;2008;3747;CHF;N/A;N/A
FJ807895;Chikungunya;East-Central-South-African;C-E3-E2-6K-E1-3'UTR;Hs;Malaysia;2009;3747;CHF;N/A;N/A
FJ807896;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Singapore;2006;11811;N/A;N/A;N/A
FJ807897;Chikungunya;Asian and Caribbean;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Indonesia;2007;12013;N/A;N/A;N/A
FJ807898;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Bangladesh;2008;11811;N/A;N/A;N/A
FJ807899;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Malaysia;2008;11811;N/A;N/A;N/A
FJ882857;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;509;CHF;N/A;N/A
FJ882858;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;516;CHF;N/A;N/A
FJ882859;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;510;CHF;N/A;N/A
FJ882860;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;505;CHF;N/A;N/A
FJ882861;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;517;CHF;N/A;N/A
FJ882862;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;497;CHF;N/A;N/A
FJ882863;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;518;CHF;N/A;N/A
FJ882864;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;508;CHF;N/A;N/A
FJ882865;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;488;CHF;N/A;N/A
FJ882866;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;500;CHF;N/A;N/A
FJ882867;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;510;CHF;N/A;N/A
FJ882868;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;505;CHF;N/A;N/A
FJ882869;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;516;CHF;N/A;N/A
FJ882870;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;511;CHF;N/A;N/A
FJ882871;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;503;CHF;N/A;N/A
FJ882872;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;509;CHF;N/A;N/A
FJ882873;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;505;CHF;N/A;N/A
FJ882874;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;505;CHF;N/A;N/A
FJ882875;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;520;CHF;N/A;N/A
FJ882876;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;520;CHF;N/A;N/A
FJ882877;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;507;CHF;N/A;N/A
FJ882878;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;515;CHF;N/A;N/A
FJ882879;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;520;CHF;N/A;N/A
FJ882880;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;510;CHF;N/A;N/A
FJ882881;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;497;CHF;N/A;N/A
FJ882882;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;497;CHF;N/A;N/A
FJ882883;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;506;CHF;N/A;N/A
FJ882884;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;496;CHF;N/A;N/A
FJ882885;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;496;CHF;N/A;N/A
FJ882886;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;485;CHF;N/A;N/A
FJ882887;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;490;CHF;N/A;N/A
FJ882888;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;509;CHF;N/A;N/A
FJ882889;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;490;CHF;N/A;N/A
FJ882890;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;519;CHF;N/A;N/A
FJ882891;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;495;CHF;N/A;N/A
FJ882892;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;504;CHF;N/A;N/A
FJ882893;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;517;CHF;N/A;N/A
FJ882894;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;522;CHF;N/A;N/A
FJ882895;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;509;CHF;N/A;N/A
FJ882896;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;508;CHF;N/A;N/A
FJ882897;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;506;CHF;N/A;N/A
FJ882898;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;495;CHF;N/A;N/A
FJ882899;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;505;CHF;N/A;N/A
FJ882900;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;493;CHF;N/A;N/A
FJ882901;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;494;CHF;N/A;N/A
FJ882902;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;496;CHF;N/A;N/A
FJ882903;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;501;CHF;N/A;N/A
FJ882904;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;507;CHF;N/A;N/A
FJ882905;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;495;CHF;N/A;N/A
FJ882906;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;493;CHF;N/A;N/A
FJ882907;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;492;CHF;N/A;N/A
FJ882908;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;496;CHF;N/A;N/A
FJ882909;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;498;CHF;N/A;N/A
FJ882910;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;522;CHF;N/A;N/A
FJ882911;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;514;CHF;N/A;N/A
FJ882912;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;497;CHF;N/A;N/A
FJ882913;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;498;CHF;N/A;N/A
FJ882914;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;500;CHF;N/A;N/A
FJ882915;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;499;CHF;N/A;N/A
FJ882916;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;495;CHF;N/A;N/A
FJ882917;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;514;CHF;N/A;N/A
FJ882918;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;498;CHF;N/A;N/A
FJ882919;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;495;CHF;N/A;N/A
FJ882920;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;522;CHF;N/A;N/A
FJ882921;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;517;CHF;N/A;N/A
FJ882922;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;515;CHF;N/A;N/A
FJ959103;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Mauritius;2006;11832;N/A;N/A;N/A
FJ998173;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Malaysia;2008;1320;N/A;N/A;N/A
FN295483;Chikungunya;Asian and Caribbean;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Malaysia;2006;11612;N/A;N/A;N/A
FN295484;Chikungunya;Asian and Caribbean;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Malaysia;2006;11612;N/A;N/A;N/A
FN295485;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Malaysia;2008;11745;N/A;N/A;N/A
FN295486;Chikungunya;East-Central-South-African;E1;Hs;Malaysia;2008;900;CHF;N/A;N/A
FN295487;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Malaysia;2008;11818;CHF;N/A;N/A
FN295488;Chikungunya;East-Central-South-African;E1;Hs;Malaysia;2008;900;CHF;N/A;N/A
FN295489;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Malaysia;2008;1320;CHF;N/A;N/A
FN295490;Chikungunya;East-Central-South-African;E1;Hs;Malaysia;2008;900;CHF;N/A;N/A
FN295491;Chikungunya;East-Central-South-African;E1;Hs;Malaysia;2008;900;CHF;N/A;N/A
FN295492;Chikungunya;East-Central-South-African;E1;Hs;Malaysia;2008;900;CHF;N/A;N/A
FN295493;Chikungunya;East-Central-South-African;E1;Hs;Malaysia;2008;900;CHF;N/A;N/A
FN295494;Chikungunya;East-Central-South-African;E1;Hs;Malaysia;2008;900;CHF;N/A;N/A
FN295495;Chikungunya;East-Central-South-African;E1;Hs;Malaysia;2008;900;CHF;N/A;N/A
FR687340;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1;Hs;Malaysia;2008;11172;N/A;N/A;N/A
FR687341;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1;Hs;Malaysia;2008;11172;N/A;N/A;N/A
FR687342;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1;Hs;Malaysia;2008;11172;N/A;N/A;N/A
FR687343;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1;Hs;Malaysia;2008;11172;N/A;N/A;N/A
FR687344;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1;Hs;Malaysia;2009;11172;N/A;N/A;N/A
FR687345;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1;Hs;Malaysia;2009;11172;N/A;N/A;N/A
FR687346;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1;Hs;Malaysia;2009;11172;N/A;N/A;N/A
FR687347;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1;Hs;Malaysia;2009;11172;N/A;N/A;N/A
FR687348;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1;Hs;Malaysia;2009;11172;N/A;N/A;N/A
FR717336;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;France;2005;11559;N/A;N/A;N/A
FR717337;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;France;2005;11559;N/A;N/A;N/A
FR846304;Chikungunya;East-Central-South-African;E2-6K-E1-3'UTR;Hs;India;2010;2772;N/A;N/A;N/A
FR846305;Chikungunya;East-Central-South-African;E2-6K-E1-3'UTR;Hs;France;2010;2772;N/A;N/A;N/A
FR846306;Chikungunya;East-Central-South-African;E2-6K-E1-3'UTR;Hs;Singapore;2009;2772;N/A;N/A;N/A
FR846307;Chikungunya;Asian and Caribbean;E2-6K-E1-3'UTR;Hs;Indonesia;2009;2772;N/A;N/A;N/A
GQ129130;Chikungunya;East-Central-South-African;E1;Hs;India;2008;273;N/A;N/A;N/A
GQ129131;Chikungunya;East-Central-South-African;E1;Hs;India;2008;294;N/A;N/A;N/A
GQ129132;Chikungunya;East-Central-South-African;E1;Hs;India;2008;294;N/A;N/A;N/A
GQ129133;Chikungunya;East-Central-South-African;E1;Hs;India;2008;286;N/A;N/A;N/A
GQ129134;Chikungunya;East-Central-South-African;E1;Hs;India;2008;294;N/A;N/A;N/A
GQ143741;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Singapore;2006;1253;N/A;N/A;N/A
GQ143742;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Singapore;2008;1022;N/A;N/A;N/A
GQ143743;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Singapore;2008;1243;N/A;N/A;N/A
GQ143744;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Singapore;2008;1254;N/A;N/A;N/A
GQ143745;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Singapore;2008;1248;N/A;N/A;N/A
GQ143746;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Singapore;2008;1262;N/A;N/A;N/A
GQ143747;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Singapore;2008;1264;N/A;N/A;N/A
GQ143748;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Singapore;2008;1260;N/A;N/A;N/A
GQ143749;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Singapore;2008;1258;N/A;N/A;N/A
GQ143750;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;Singapore;2008;1268;N/A;N/A;N/A
GQ168719;Chikungunya;East-Central-South-African;C-E3-E2-6K-E1-3'UTR;Hs;Australia;2008;3744;CHF;N/A;N/A
GQ229486;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;India;2009;1320;N/A;N/A;N/A
GQ229487;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;India;2008;1320;N/A;N/A;N/A
GQ229488;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;India;2009;1320;N/A;N/A;N/A
GQ229489;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;India;2009;1320;N/A;N/A;N/A
GQ272368;Chikungunya;East-Central-South-African;E2;Hs;India;2008;273;N/A;N/A;N/A
GQ272369;Chikungunya;East-Central-South-African;E2;Hs;India;2008;273;CHF;N/A;N/A
GQ272370;Chikungunya;East-Central-South-African;E2;Hs;India;2008;268;CHF;N/A;N/A
GQ272371;Chikungunya;East-Central-South-African;E2;Hs;India;2008;265;CHF;N/A;N/A
GQ272372;Chikungunya;East-Central-South-African;E2;Hs;India;2008;281;N/A;N/A;N/A
GQ272373;Chikungunya;East-Central-South-African;E2;Hs;India;2008;273;N/A;N/A;N/A
GQ272374;Chikungunya;East-Central-South-African;E2;Hs;India;2008;298;N/A;N/A;N/A
GQ272375;Chikungunya;East-Central-South-African;E2;Hs;India;2008;282;N/A;N/A;N/A
GQ272376;Chikungunya;East-Central-South-African;E2;Hs;India;2008;285;N/A;N/A;N/A
GQ272377;Chikungunya;East-Central-South-African;E2;Hs;India;2008;288;N/A;N/A;N/A
GQ272378;Chikungunya;East-Central-South-African;E2;Hs;India;2008;264;N/A;N/A;N/A
GQ272379;Chikungunya;East-Central-South-African;E2;Hs;India;2008;279;N/A;N/A;N/A
GQ272380;Chikungunya;East-Central-South-African;E2;Hs;India;2008;278;N/A;N/A;N/A
GQ428210;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;India;2006;11764;N/A;N/A;N/A
GQ428211;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;India;2006;11764;N/A;N/A;N/A
GQ428212;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;India;2007;11764;N/A;N/A;N/A
GQ428213;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;India;2007;11764;N/A;N/A;N/A
GQ428214;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;India;2008;11764;N/A;N/A;N/A
GQ428215;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;India;2008;11764;N/A;N/A;N/A
GQ870296;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870297;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870298;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870299;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870300;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;470;N/A;N/A;N/A
GQ870301;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870302;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870303;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870304;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870305;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870306;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870307;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870308;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870309;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870310;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870311;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ870312;Chikungunya;East-Central-South-African;E1;Hs;Thailand;2009;477;N/A;N/A;N/A
GQ894940;Chikungunya;East-Central-South-African;E1;Hs;India;2006;463;N/A;N/A;N/A
GQ894941;Chikungunya;East-Central-South-African;E1;Hs;India;2006;463;N/A;N/A;N/A
GQ894942;Chikungunya;East-Central-South-African;E1;Hs;India;2006;463;N/A;N/A;N/A
GQ894943;Chikungunya;East-Central-South-African;E1;Hs;India;2006;463;N/A;N/A;N/A
GQ894944;Chikungunya;East-Central-South-African;E1;Hs;India;2006;463;N/A;N/A;N/A
GQ894945;Chikungunya;East-Central-South-African;E1;Hs;India;2006;463;N/A;N/A;N/A
GQ894946;Chikungunya;East-Central-South-African;E1;Hs;India;2006;463;N/A;N/A;N/A
GQ894947;Chikungunya;East-Central-South-African;E1;Hs;India;2006;463;N/A;N/A;N/A
GQ894948;Chikungunya;East-Central-South-African;E1;Hs;India;2006;463;N/A;N/A;N/A
GQ894949;Chikungunya;East-Central-South-African;E1;Hs;India;2007;463;N/A;N/A;N/A
GQ894950;Chikungunya;East-Central-South-African;E1;Hs;India;2007;463;N/A;N/A;N/A
GQ894951;Chikungunya;East-Central-South-African;E1;Hs;India;2007;463;N/A;N/A;N/A
GQ894952;Chikungunya;East-Central-South-African;E1;Hs;India;2007;463;N/A;N/A;N/A
GQ894953;Chikungunya;East-Central-South-African;E1;Hs;India;2007;463;N/A;N/A;N/A
GQ894954;Chikungunya;East-Central-South-African;E1;Hs;India;2007;463;N/A;N/A;N/A
GQ894955;Chikungunya;East-Central-South-African;E1;Hs;India;2007;463;N/A;N/A;N/A
GQ894956;Chikungunya;East-Central-South-African;E1;Hs;India;2007;463;N/A;N/A;N/A
GQ894957;Chikungunya;East-Central-South-African;E1;Hs;India;2007;463;N/A;N/A;N/A
GQ894958;Chikungunya;East-Central-South-African;E1;Hs;India;2007;463;N/A;N/A;N/A
GQ894959;Chikungunya;East-Central-South-African;E1;Hs;India;2007;463;N/A;N/A;N/A
GQ894960;Chikungunya;East-Central-South-African;E1;Hs;India;2008;463;N/A;N/A;N/A
GQ894961;Chikungunya;East-Central-South-African;E1;Hs;India;2008;463;N/A;N/A;N/A
GQ894962;Chikungunya;East-Central-South-African;E1;Hs;India;2008;463;N/A;N/A;N/A
GQ894963;Chikungunya;East-Central-South-African;E1;Hs;India;2008;463;N/A;N/A;N/A
GQ894964;Chikungunya;East-Central-South-African;E1;Hs;India;2008;463;N/A;N/A;N/A
GQ894965;Chikungunya;East-Central-South-African;E1;Hs;India;2008;463;N/A;N/A;N/A
GQ894966;Chikungunya;East-Central-South-African;E1;Hs;India;2008;463;N/A;N/A;N/A
GQ894967;Chikungunya;East-Central-South-African;E1;Hs;India;2008;463;N/A;N/A;N/A
GQ894968;Chikungunya;East-Central-South-African;E1;Hs;India;2009;463;N/A;N/A;N/A
GQ894969;Chikungunya;East-Central-South-African;E1;Hs;India;2009;463;N/A;N/A;N/A
GQ894970;Chikungunya;East-Central-South-African;E1;Hs;India;2009;463;N/A;N/A;N/A
GQ894971;Chikungunya;East-Central-South-African;E1;Hs;India;2009;463;N/A;N/A;N/A
GQ894972;Chikungunya;East-Central-South-African;E1;Hs;India;2008;463;N/A;N/A;N/A
GQ894973;Chikungunya;East-Central-South-African;E1;Hs;India;2008;463;N/A;N/A;N/A
GQ894974;Chikungunya;East-Central-South-African;E1;Hs;India;2008;463;N/A;N/A;N/A
GQ894975;Chikungunya;East-Central-South-African;E1;Hs;India;2008;463;N/A;N/A;N/A
GQ894976;Chikungunya;East-Central-South-African;E1;Hs;India;2008;463;N/A;N/A;N/A
GQ894977;Chikungunya;East-Central-South-African;E1;Hs;India;2009;468;N/A;N/A;N/A
GQ894978;Chikungunya;East-Central-South-African;E1;Hs;India;2009;465;N/A;N/A;N/A
GQ894979;Chikungunya;East-Central-South-African;E1;Hs;India;2009;465;N/A;N/A;N/A
GQ894980;Chikungunya;East-Central-South-African;E1;Hs;India;2009;465;N/A;N/A;N/A
GQ894981;Chikungunya;East-Central-South-African;E1;Hs;India;2009;463;N/A;N/A;N/A
GQ894982;Chikungunya;East-Central-South-African;E1;Hs;India;2009;463;N/A;N/A;N/A
GQ894983;Chikungunya;East-Central-South-African;E1;Hs;India;2009;465;N/A;N/A;N/A
GQ894984;Chikungunya;East-Central-South-African;E1;Hs;India;2009;463;N/A;N/A;N/A
GQ894985;Chikungunya;East-Central-South-African;E1;Hs;India;2009;465;N/A;N/A;N/A
GQ894986;Chikungunya;East-Central-South-African;E1;Hs;India;2009;463;N/A;N/A;N/A
GQ894987;Chikungunya;East-Central-South-African;E1;Hs;India;2009;463;N/A;N/A;N/A
GQ894988;Chikungunya;East-Central-South-African;E1;Hs;India;2009;465;N/A;N/A;N/A
GQ894989;Chikungunya;East-Central-South-African;E1;Hs;India;2009;451;N/A;N/A;N/A
GQ894990;Chikungunya;East-Central-South-African;E1;Hs;India;2009;455;N/A;N/A;N/A
GQ894991;Chikungunya;East-Central-South-African;E1;Hs;India;2008;524;N/A;N/A;N/A
GQ905863;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Thailand;2009;11752;N/A;N/A;N/A
GQ996370;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;India;2008;1044;N/A;N/A;N/A
GQ996371;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;India;2008;1044;N/A;N/A;N/A
GQ996372;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;India;2008;1044;N/A;N/A;N/A
GQ996373;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;India;2008;1044;N/A;N/A;N/A
GQ996374;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;India;2008;1044;N/A;N/A;N/A
GQ996375;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;India;2008;1044;N/A;N/A;N/A
GQ996376;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;India;2008;1044;N/A;N/A;N/A
GQ996377;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;India;2008;1044;N/A;N/A;N/A
GQ996378;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;India;2006;1044;N/A;N/A;N/A
GQ996379;Chikungunya;East-Central-South-African;E1-3'UTR;Hs;India;2006;1044;N/A;N/A;N/A
GU013528;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Sri Lanka;2008;11715;N/A;N/A;N/A
GU013529;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Sri Lanka;2008;11718;N/A;N/A;N/A
GU013530;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Sri Lanka;2008;11714;N/A;N/A;N/A
GU189061;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Sri Lanka;2006;11838;N/A;N/A;N/A
GU199350;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;China;2008;11687;N/A;N/A;N/A
GU199351;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;China;2008;11793;N/A;N/A;N/A
GU199352;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;China;2008;11677;N/A;N/A;N/A
GU199353;Chikungunya;East-Central-South-African;nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;China;2008;11687;N/A;N/A;N/A
GU301779;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Thailand;2009;11811;N/A;N/A;N/A
GU301780;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Thailand;2008;11811;N/A;N/A;N/A
GU301781;Chikungunya;East-Central-South-African;5'UTR-nsP1-nsP2-nsP3-nsP4-C-E3-E2-6K-E1-3'UTR;Hs;Thailand;2009;11811;N/A;N/A;N/A
GU365847;Chikungunya;East-Central-South-African;E1;Hs;India;2008;797;N/A;N/A;N/A
